Year,EmployerName,Position,RegularPay,TotalWages,RealTotalWages,RealRegularPay
2010,"University of California, Santa Cruz",ASSISTANT PROFESSOR-ACAD YR,69999.96,74511.1,75252.39860228467,70696.37801702005
2010,"University of California, Berkeley",ACT PROFESSOR-LAW SCHOOL SCALE,84204.25,114204.26,115340.4592818916,85041.98414741465
2010,"University of California, Davis",ASSISTANT PROFESSOR-SFT-VM,88198.64,115215.5,116361.759941291,89076.1136724516
2010,"University of California, Davis",HS ASSISTANT CLIN PROF-HCOMP,68996.04,140080.06,141473.69333363688,69682.47018308917
2010,"University of California, Davis",HS ASSISTANT CLIN PROF-HCOMP,76243.65,122105.97,123320.7820869456,77002.18545549698
2010,"University of California, Davis",HS ASSISTANT CLIN PROF-HCOMP,58084.48,66553.48000000001,67215.6095578938,58662.35287851651
2010,"University of California, Davis",HS ASSISTANT CLIN PROF-HCOMP,74140.46,146433.69,147890.5345469787,74878.07116626573
2010,"University of California, Davis",HS ASSISTANT CLIN PROF-HCOMP,86956.91,167956.57,169627.5421180539,87822.02990618839
2010,"University of California, Davis",ASST PROF OF CLIN_____-HCOMP,77593.5,97564.48,98535.13286456151,78365.46488974629
2010,"University of California, Davis",ASST PROF OF CLIN_____-HCOMP,92799.98,101329.1,102337.20644589548,93723.23164258807
2010,"University of California, Davis",ASST PROF OF CLINICAL_____-FY,68697.15,70340.23999999999,71040.04340642356,69380.60657594558
2010,"University of California, Davis",HS ASSISTANT CLIN PROF-HCOMP,82448.93,159049.47999999998,160631.83695377066,83269.20075924078
2010,"University of California, Davis",HS ASSISTANT CLIN PROF-HCOMP,79776.6,130726.96,132027.5408896785,80570.28419034241
2010,"University of California, Davis",HS ASSISTANT CLIN PROF-HCOMP,55029.04,84096.20999999999,84932.86927533531,55576.51481163299
2010,"University of California, Davis",HS ASSISTANT CLIN PROF-HCOMP,92516.52,160910.02000000002,162510.88715831062,93436.95154596082
2010,"University of California, Irvine",HS ASST CLIN PROFESSOR-FY,34994.81,34994.81,35342.967573035654,35342.967573035654
2010,"University of California, Irvine",HS ASSISTANT CLIN PROF-HCOMP,82694.92,105100.42,106146.04668442058,83517.63807303934
2010,"University of California, Los Angeles",VST ASST PROFESSOR -FISCAL YR,57601.02,57601.02,58174.083014989315,58174.083014989315
2010,"University of California, Los Angeles",HS ASSISTANT CLIN PROF-HCOMP,74844.48,130044.5,131338.29120808587,75589.09534473014
2010,"University of California, Los Angeles",VST ASST PROFESSOR -FISCAL YR,57601.02,57601.02,58174.083014989315,58174.083014989315
2010,"University of California, Los Angeles",ASST CLINICAL PROFESSOR-VOL,22913.01,22913.01,23140.967744378144,23140.967744378144
2010,"University of California, Los Angeles",HS ASSISTANT CLIN PROF-HCOMP,72218.0,137041.12,138404.5194225226,72936.48492989359
2010,"University of California, Los Angeles",VST ASST PROFESSOR -FISCAL YR,56875.02,56875.02,57440.86016114259,57440.86016114259
2010,"University of California, Los Angeles",ASST CLINICAL PROFESSOR-VOL,15319.25,15319.25,15471.658682908308,15471.658682908308
2010,"University of California, Los Angeles",VISITING ASSISTANT PROF-HCOMP,58876.98,66954.48000000001,67620.59904052815,59462.73732985746
2010,"University of California, Los Angeles",ASST PROF IN RESIDENCE - FY,40163.34,40163.34,40562.918422611976,40562.918422611976
2010,"University of California, Los Angeles",HS ASSISTANT CLIN PROF-HCOMP,70534.02,117352.02,118519.53582517614,71235.75129157292
2010,"University of California, San Diego",HS ASSISTANT CLIN PROF-HCOMP,112652.02,128924.53,130207.17881191133,113772.77630302793
2010,"University of California, San Diego",HS ASSISTANT CLIN PROF-HCOMP,62770.82,74102.02,74839.24873306756,63395.31649958546
2010,"University of California, San Diego",HS ASSISTANT CLIN PROF-HCOMP,64983.51,102693.51,103715.1907351751,65630.02018619442
2010,"University of California, San Diego",HS ASSISTANT CLIN PROF-HCOMP,108533.4,181296.36,183100.04748102356,109613.18083428108
2010,"University of California, San Diego",HS ASSISTANT CLIN PROF-HCOMP,49951.13,82016.13,82832.09490366935,50448.08552543902
2010,"University of California, San Diego",HS ASSISTANT CLIN PROF-HCOMP,70851.99,128175.32,129450.51504561589,71556.88472247876
2010,"University of California, San Diego",HS ASSISTANT CLIN PROF-HCOMP,63964.57,108667.89,109749.00885303295,64600.94292076938
2010,"University of California, San Diego",HS ASSISTANT CLIN PROF-HCOMP,68644.5,68644.5,69327.4327698092,69327.4327698092
2010,"University of California, San Francisco",HS ASSISTANT CLIN PROF-HCOMP,59751.72,98729.16,99711.40007312654,60346.17997334766
2010,"University of California, San Francisco",ASST PROF OF CLIN_____-HCOMP,45532.65,111302.89,112410.22403193945,45985.646799179136
2010,"University of California, San Francisco",ASSISTANT PROF IN RES-HCOMP,79806.0,213625.0,215750.3197699814,80599.9766860767
2010,"University of California, San Francisco",ASSISTANT ADJUNCT PROF-HCOMP,34308.4,42875.56,43302.12185051854,34649.72859354677
2010,"University of California, San Francisco",ASSISTANT ADJUNCT PROF-HCOMP,70633.5,100529.5,101529.65135782959,71336.22100162893
2010,"University of California, San Francisco",ASST PROF OF CLIN_____-HCOMP,66782.33,122708.04,123928.84198173278,67446.73634866903
2010,"University of California, San Francisco",HS ASSISTANT CLIN PROF-HCOMP,77124.72,122162.02,123377.38971911931,77892.02107510956
2010,"University of California, San Francisco",ASST ADJUNCT PROF-MEDCOMP-A,15382.48,23872.69,24110.19544187074,15535.517747713719
2010,"University of California, San Francisco",ASSISTANT PROF IN RES-HCOMP,82559.94,207289.92,209352.21310751955,83381.31517935859
2010,"University of California, San Francisco",ASST PROF OF CLIN_____-HCOMP,71154.0,91830.0,92743.60147210014,71861.89936998599
2010,"University of California, San Francisco",HS ASSISTANT CLIN PROF-HCOMP,35356.29,50169.15,50668.27457033663,35708.04387773058
2010,"University of California, San Francisco",ASSISTANT ADJUNCT PROF-HCOMP,47076.78,64876.78,65522.228347088276,47545.139092995036
2010,"University of California, San Francisco",ASST PROF OF CLIN_____-HCOMP,69927.0,157812.02000000002,159382.0656690308,70622.69215005495
2010,"University of California, San Francisco",HS ASSISTANT CLIN PROF-HCOMP,47328.27,105265.81,106313.08212215848,47799.13112538334
2010,"University of California, San Francisco",ASST PROF OF CLIN_____-HCOMP,79806.0,181900.02,183709.7131944576,80599.9766860767
2010,"University of California, San Francisco",ASSISTANT PROF IN RES-HCOMP,79806.0,175700.03999999998,177448.05061953666,80599.9766860767
2010,"University of California, San Francisco",HS ASST CLIN PROFESSOR-FY,3957.8,5157.8,5209.114098582142,3997.1754971825976
2010,"University of California, San Francisco",HS ASST CLIN PROFESSOR-FY,28461.84,28461.84,28745.002135714672,28745.002135714672
2010,"University of California, San Francisco",HS ASSISTANT CLIN PROF-HCOMP,79806.0,177800.03999999998,179568.94317198585,80599.9766860767
2010,"University of California, San Francisco",HS ASSISTANT CLIN PROF-HCOMP,70189.3,100833.88,101837.05958407458,70887.6017293442
2010,"University of California, San Francisco",HS ASSISTANT CLIN PROF-HCOMP,89950.75,168399.85,170075.2322374109,90845.65512486672
2010,"University of California, San Francisco",ASSISTANT PROF IN RES-HCOMP,79154.92,172769.22,174488.0723764085,79942.41919891069
2010,"University of California, San Francisco",HS ASSISTANT CLIN PROF-HCOMP,43193.28,82204.29000000001,83022.1268763688,43623.00279421576
2010,"University of California, San Francisco",HS ASSISTANT CLIN PROF-HCOMP,68648.04,133768.08,135098.91648925195,69331.00798868331
2010,"University of California, San Francisco",HS ASSISTANT CLIN PROF-HCOMP,35528.52,70586.95,71289.20788338297,35881.98736549645
2010,"University of California, San Francisco",HS ASSISTANT CLIN PROF-HCOMP,39863.64,82160.48999999999,82977.8911174177,40260.23675691245
2010,"University of California, San Francisco",HS ASSISTANT CLIN PROF-HCOMP,69533.79,92345.76,93264.49268298165,70225.57016884135
2010,"University of California, San Francisco",ASSISTANT ADJUNCT PROF-HCOMP,37507.63,47590.95,48064.424485229705,37880.78720334299
2010,"University of California, San Francisco",HS ASSISTANT CLIN PROF-HCOMP,63807.12,123620.75,124850.63238246895,64441.926476777415
2010,"University of California, San Francisco",HS ASSISTANT CLIN PROF-HCOMP,67447.14,102853.96,103877.23702567058,68118.16043333273
2010,"University of California, San Francisco",ASSISTANT ADJUNCT PROF-HCOMP,46055.22,55021.9,55569.303776954664,46513.415761623604
2010,"University of California, San Francisco",ASSISTANT ADJUNCT PROF-HCOMP,50848.98,57038.14,57605.60301502617,51354.868086494505
2010,"University of California, San Francisco",ASST PROF OF CLIN_____-HCOMP,42756.0,70100.02,70797.43349740008,43181.37236786577
2010,"University of California, San Francisco",HS ASSISTANT CLIN PROF-HCOMP,75728.9,184279.35,186112.7147548476,76482.31429293829
2010,"University of California, San Francisco",ASSISTANT ADJUNCT PROF-HCOMP,58669.21,76954.79000000001,77720.40046966304,59252.90026051347
2010,"University of California, San Francisco",HS ASSISTANT CLIN PROF-HCOMP,67500.48,133817.41999999998,135148.74736474617,68172.03110416493
2010,"University of California, Santa Barbara",PROFESSOR - ACADEMIC YEAR,112700.04,128769.4,130050.5054492154,113821.27404606059
2010,"University of California, San Diego",ASSOCIATE PROF IN RES-HCOMP,96498.23,170724.59,172423.10069092552,97458.27491977629
2010,"University of California, San Diego",PROFESSOR-HCOMP,155691.03,203054.99,205075.15048983204,157239.97429054542
2010,"University of California, Riverside",PROFESSOR - ACADEMIC YEAR,131700.0,125078.68,126323.06708675096,133010.2615036
2010,"University of California, San Diego",PROFESSOR - ACADEMIC YEAR,153000.0,178840.0,180619.2495619121,154522.17167844193
