Year,EmployerName,Position,RegularPay,TotalWages,RealTotalWages,RealRegularPay
2021,"University of California, Berkeley",Act Prof-Ay-Law,206117,269904,193796.8642910901,147996.42938632483
2021,"University of California, Berkeley",Act Prof-Ay-Law,205517,310961,223276.67139731784,147565.6165099886
2021,"University of California, Berkeley",Act Prof-Ay-Law,115325,115325,82805.82493912638,82805.82493912638
2021,"University of California, Berkeley",Act Prof-Ay-Law,253267,319582,229466.7344088089,181851.141251747
2021,"University of California, Berkeley",Act Prof-Ay-Law,185933,230093,165211.71192472064,133503.88422637404
2021,"University of California, Berkeley",Act Prof-Ay-Law,211050,234383,168292.02399052467,151538.42925126923
2021,"University of California, Berkeley",Act Prof-Ay-Law,185933,227044,163022.46449147203,133503.88422637404
2021,"University of California, Berkeley",Act Prof-Ay-Law,224696,250807,180084.80845876844,161336.55010207623
2021,"University of California, Berkeley",Act Prof-Ay-Law,185933,306489,220065.67942569178,133503.88422637404
2021,"University of California, Berkeley",Adj Prof-Ay,30100,30100,21612.445962867583,21612.445962867583
2021,"University of California, Berkeley",Adj Prof-Ay,163017,163017,117049.70443617225,117049.70443617225
2021,"University of California, Berkeley",Adj Prof-Ay,13758,13758,9878.539254389774,9878.539254389774
2021,"University of California, Berkeley",Adj Prof-Ay,16302,16302,11705.185850055394,11705.185850055394
2021,"University of California, Berkeley",Adj Prof-Ay,122500,123429,88624.67085550773,87957.62891864714
2021,"University of California, Berkeley",Adj Prof-Ay,260250,311573,223716.1005311808,186865.08511084015
2021,"University of California, Berkeley",Adj Prof-Ay,115412,227781,163551.64630790503,82868.29280619514
2021,"University of California, Berkeley",Adj Prof-Ay,210283,232972,167278.895709674,150987.70679101942
2021,"University of California, Berkeley",Adj Prof-Ay,41927,41927,30104.485776915255,30104.485776915255
2021,"University of California, Berkeley",Adj Prof-Ay,11171,11171,8021.017735920059,8021.017735920059
2021,"University of California, Berkeley",Adj Prof-Ay,244183,244183,175328.63430401645,175328.63430401645
2021,"University of California, Berkeley",Adj Prof-Ay,24169,24169,17353.860680283942,17353.860680283942
2021,"University of California, Berkeley",Adj Prof-Ay,64975,64975,46653.44439991101,46653.44439991101
2021,"University of California, Berkeley",Adj Prof-Ay,125302,125302,89969.52505113735,89969.52505113735
