Year,EmployerName,Position,RegularPay,TotalWages
2024,"University of California, Riverside",Assistant Prof Of Teach-Ay-B/E/E,113300,113300
2024,"University of California, Riverside",Assistant Prof Of Teach-Hcomp,112683,112683
2024,"University of California, Riverside",Assistant Prof-Ay,124919,171147
2024,"University of California, Riverside",Assistant Prof-Ay,102525,118847
2024,"University of California, Riverside",Assistant Prof-Ay,108200,130830
2024,"University of California, Riverside",Assistant Prof-Ay,106725,119503
2024,"University of California, Riverside",Assistant Prof-Ay,116667,148279
2024,"University of California, Riverside",Assistant Prof-Ay,55000,83889
2024,"University of California, Riverside",Assistant Prof-Ay,105842,128518
2024,"University of California, Riverside",Assistant Prof-Ay,104400,110161
2024,"University of California, Riverside",Assistant Prof-Ay,110033,187974
2024,"University of California, Riverside",Assistant Prof-Ay,116800,149022
2024,"University of California, Riverside",Assistant Prof-Ay,112350,149550
2024,"University of California, Riverside",Assistant Prof-Ay,118620,132893
2024,"University of California, Riverside",Assistant Prof-Ay,105833,105833
2024,"University of California, Riverside",Assistant Prof-Ay,110167,110167
2024,"University of California, Riverside",Assistant Prof-Ay,100417,104417
2024,"University of California, Riverside",Assistant Prof-Ay,115600,115600
2024,"University of California, Riverside",Assistant Prof-Ay,104175,104175
2024,"University of California, Riverside",Assistant Prof-Ay,114233,114233
2024,"University of California, Riverside",Assistant Prof-Ay,110567,110567
2024,"University of California, Riverside",Assistant Prof-Ay,102983,102983
2024,"University of California, Riverside",Assistant Prof-Ay,51633,51633
2024,"University of California, Riverside",Assistant Prof-Ay,41792,41792
2024,"University of California, Riverside",Assistant Prof-Ay,38400,38400
2024,"University of California, Riverside",Assistant Prof-Ay,109150,120364
2024,"University of California, Riverside",Assistant Prof-Ay,112783,161716
2024,"University of California, Riverside",Assistant Prof-Ay,107317,125084
2024,"University of California, Riverside",Assistant Prof-Ay,118117,118117
2024,"University of California, Riverside",Assistant Prof-Ay,107417,108667
2024,"University of California, Riverside",Assistant Prof-Ay,108750,144750
2024,"University of California, Riverside",Assistant Prof-Ay,118017,188329
2024,"University of California, Riverside",Assistant Prof-Ay,112233,150389
2024,"University of California, Riverside",Assistant Prof-Ay,118358,121358
2024,"University of California, Riverside",Assistant Prof-Ay,55000,87432
2024,"University of California, Riverside",Assistant Prof-Ay,105075,105075
2024,"University of California, Riverside",Assistant Prof-Ay,99667,99667
2024,"University of California, Riverside",Assistant Prof-Ay,44658,44658
2024,"University of California, Riverside",Assistant Prof-Ay,110858,110858
2024,"University of California, Riverside",Assistant Prof-Ay,116500,116500
2024,"University of California, Riverside",Assistant Prof-Ay,103300,103300
2024,"University of California, Riverside",Assistant Prof-Ay,117500,117500
2024,"University of California, Riverside",Assistant Prof-Ay,112542,112542
2024,"University of California, Riverside",Assistant Prof-Ay,103083,103383
2024,"University of California, Riverside",Assistant Prof-Ay,116700,116700
2024,"University of California, Riverside",Assistant Prof-Ay,63350,63350
2024,"University of California, Riverside",Assistant Prof-Ay,44467,44467
2024,"University of California, Riverside",Assistant Prof-Ay,117117,124117
2024,"University of California, Riverside",Assistant Prof-Ay,43992,69967
2024,"University of California, Riverside",Assistant Prof-Ay,110842,130159
2024,"University of California, Riverside",Assistant Prof-Ay,110742,130121
2024,"University of California, Riverside",Assistant Prof-Ay,131133,167708
2024,"University of California, Riverside",Assistant Prof-Ay,44658,68102
2024,"University of California, Riverside",Assistant Prof-Ay,101392,130448
2024,"University of California, Riverside",Assistant Prof-Ay,129258,222850
2024,"University of California, Riverside",Assistant Prof-Ay,92996,102996
2024,"University of California, Riverside",Assistant Prof-Ay,103283,114837
2024,"University of California, Riverside",Assistant Prof-Ay,112867,112867
2024,"University of California, Riverside",Assistant Prof-Ay,96667,96667
2024,"University of California, Riverside",Assistant Prof-Ay,112067,112067
2024,"University of California, Riverside",Assistant Prof-Ay,44842,47443
2024,"University of California, Riverside",Assistant Prof-Ay,102983,106838
2024,"University of California, Riverside",Assistant Prof-Ay,40655,40655
2024,"University of California, Riverside",Assistant Prof-Ay,115875,115875
2024,"University of California, Riverside",Assistant Prof-Ay,115467,115467
2024,"University of California, Riverside",Assistant Prof-Ay,39091,39091
2024,"University of California, Riverside",Assistant Prof-Ay,44033,44033
2024,"University of California, Riverside",Assistant Prof-Ay,43183,43183
2024,"University of California, Riverside",Assistant Prof-Ay,44033,44533
2024,"University of California, Riverside",Assistant Prof-Ay,109033,145133
2024,"University of California, Riverside",Assistant Prof-Ay,117100,147365
2024,"University of California, Riverside",Assistant Prof-Ay,115467,153700
2024,"University of California, Riverside",Assistant Prof-Ay,110858,124537
2024,"University of California, Riverside",Assistant Prof-Ay,128650,156435
2024,"University of California, Riverside",Assistant Prof-Ay,128650,142850
2024,"University of California, Riverside",Assistant Prof-Ay,43950,61250
2024,"University of California, Riverside",Assistant Prof-Ay,106950,124309
2024,"University of California, Riverside",Assistant Prof-Ay,115100,127800
2024,"University of California, Riverside",Assistant Prof-Ay,115875,142364
2024,"University of California, Riverside",Assistant Prof-Ay,128267,173892
2024,"University of California, Riverside",Assistant Prof-Ay,114858,140814
2024,"University of California, Riverside",Assistant Prof-Ay,103283,144393
2024,"University of California, Riverside",Assistant Prof-Ay,51633,78744
2024,"University of California, Riverside",Assistant Prof-Ay,107858,144841
2024,"University of California, Riverside",Assistant Prof-Ay,112825,143989
2024,"University of California, Riverside",Assistant Prof-Ay,92883,108666
2024,"University of California, Riverside",Assistant Prof-Ay,101242,111432
2024,"University of California, Riverside",Assistant Prof-Ay,106050,142517
2024,"University of California, Riverside",Assistant Prof-Ay,104850,104850
2024,"University of California, Riverside",Assistant Prof-Ay,114983,117233
2024,"University of California, Riverside",Assistant Prof-Ay,99583,122899
2024,"University of California, Riverside",Assistant Prof-Ay,128025,128025
2024,"University of California, Riverside",Assistant Prof-Ay,0,250
2024,"University of California, Riverside",Assistant Prof-Ay,100617,100617
2024,"University of California, Riverside",Assistant Prof-Ay,104400,104400
2024,"University of California, Riverside",Assistant Prof-Ay,38200,38200
2024,"University of California, Riverside",Assistant Prof-Ay,85541,85541
2024,"University of California, Riverside",Assistant Prof-Ay,109967,133589
2024,"University of California, Riverside",Assistant Prof-Ay,46108,46108
2024,"University of California, Riverside",Assistant Prof-Ay,81391,81391
2024,"University of California, Riverside",Assistant Prof-Ay,109067,134045
2024,"University of California, Riverside",Assistant Prof-Ay,109167,146667
2024,"University of California, Riverside",Assistant Prof-Ay,108858,108858
2024,"University of California, Riverside",Assistant Prof-Ay,119033,128460
2024,"University of California, Riverside",Assistant Prof-Ay,109438,123466
2024,"University of California, Riverside",Assistant Prof-Ay,110638,121481
2024,"University of California, Riverside",Assistant Prof-Ay,133515,151366
2024,"University of California, Riverside",Assistant Prof-Ay,113783,129739
2024,"University of California, Riverside",Assistant Prof-Ay,98683,120461
2024,"University of California, Riverside",Assistant Prof-Ay,102733,102733
2024,"University of California, Riverside",Assistant Prof-Ay,103908,103908
2024,"University of California, Riverside",Assistant Prof-Ay,115858,143584
2024,"University of California, Riverside",Assistant Prof-Ay,119142,244226
2024,"University of California, Riverside",Assistant Prof-Ay,124919,287514
2024,"University of California, Riverside",Assistant Prof-Ay,114000,114000
2024,"University of California, Riverside",Assistant Prof-Ay,117500,117500
2024,"University of California, Riverside",Assistant Prof-Ay,102983,102983
2024,"University of California, Riverside",Assistant Prof-Ay,114983,114983
2024,"University of California, Riverside",Assistant Prof-Ay,128317,128317
2024,"University of California, Riverside",Assistant Prof-Ay,116498,124142
2024,"University of California, Riverside",Assistant Prof-Ay-1/9,24889,110989
2024,"University of California, Riverside",Assistant Prof-Ay-1/9,38400,149274
2024,"University of California, Riverside",Assistant Prof-Ay-1/9-B/E/E,37689,37689
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,144958,194823
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,126558,147847
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,139083,174343
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,139083,186616
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,228583,279072
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,148600,148600
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,149817,149817
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,147800,160301
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,133508,156510
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,145783,204925
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,135408,181541
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,137650,147523
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,71933,111369
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,58283,111505
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,53750,115099
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,52733,69955
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,56167,110367
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,51608,107175
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,141958,158080
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,205000,250267
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,128800,150322
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,126358,140836
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,127317,155406
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,148200,148200
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,138283,211269
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,150017,241917
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,138625,203361
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,136608,167369
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,99221,109014
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,128900,171567
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,140350,155839
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,138733,165757
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,143767,186607
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,141250,188017
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,123100,150256
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,81467,81467
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,202425,247781
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,225200,275689
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,134400,183744
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,128733,172833
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,134650,193163
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,164500,203292
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,124194,162938
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,139150,205917
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,128317,156628
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,138283,202327
2024,"University of California, Riverside",Assistant Prof-Ay-B/E/E,138283,186461
2024,"University of California, Riverside",Assistant Prof-Hcomp,123497,146933
2024,"University of California, Riverside",Assistant Prof-Hcomp,92511,156572
2024,"University of California, Riverside",Assistant Prof-Hcomp,86084,158400
2024,"University of California, Riverside",Assistant Prof-Hcomp,120608,130608
2024,"University of California, Riverside",Associatec Adj Prof-Ay,53025,53025
2024,"University of California, Riverside",Associatec Adj Prof-Ay,54942,54942
2024,"University of California, Riverside",Associatec Adj Prof-Ay,68192,68192
2024,"University of California, Riverside",Associatec Adj Prof-Ay,55692,55692
2024,"University of California, Riverside",Associatec Adj Prof-Ay,54942,54942
2024,"University of California, Riverside",Associatec Adj Prof-Ay,58608,58608
2024,"University of California, Riverside",Associatec Adj Prof-Ay,58608,58608
2024,"University of California, Riverside",Associatec Adj Prof-Fy,75573,98685
2024,"University of California, Riverside",Associatec Adj Prof-Fy,132883,132883
2024,"University of California, Riverside",Associatec Clin Prof-Vol,0,780
2024,"University of California, Riverside",Associatec Clin Prof-Vol,0,520
2024,"University of California, Riverside",Associatec Clin Prof-Vol,0,260
2024,"University of California, Riverside",Associatec Clin Prof-Vol,0,260
2024,"University of California, Riverside",Associatec Clin Prof-Vol,0,520
2024,"University of California, Riverside",Associatec Prof Of Clin-Hcomp,74236,179208
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay,126100,139154
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay,113983,124737
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay,120833,140655
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay,138417,145417
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay,120017,140135
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay,135500,168161
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay,134483,150239
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay,44680,56486
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay,137317,137317
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay,128167,128167
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay,126050,142912
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay,108098,123451
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay,56333,56333
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay,126150,126150
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay,112692,137107
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay-B/E/E,86100,140026
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay-B/E/E,172267,206265
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay-B/E/E,146333,186479
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay-B/E/E,135758,160661
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay-B/E/E,166133,218840
2024,"University of California, Riverside",Associatec Prof Of Teach-Ay-B/E/E,141717,141717
2024,"University of California, Riverside",Associatec Prof Of Teach-Hcomp,150194,169766
2024,"University of California, Riverside",Associatec Prof Of Teach-Hcomp,143725,143725
2024,"University of California, Riverside",Associatec Prof Of Teach-Hcomp,131717,131717
2024,"University of California, Riverside",Associatec Prof Of Teach-Hcomp,118933,126133
2024,"University of California, Riverside",Associatec Prof-Ay,145867,145867
2024,"University of California, Riverside",Associatec Prof-Ay,113200,113200
2024,"University of California, Riverside",Associatec Prof-Ay,134600,177237
2024,"University of California, Riverside",Associatec Prof-Ay,76508,76508
2024,"University of California, Riverside",Associatec Prof-Ay,130767,151864
2024,"University of California, Riverside",Associatec Prof-Ay,123733,134171
2024,"University of California, Riverside",Associatec Prof-Ay,127167,127167
2024,"University of California, Riverside",Associatec Prof-Ay,120667,120667
2024,"University of California, Riverside",Associatec Prof-Ay,127167,127167
2024,"University of California, Riverside",Associatec Prof-Ay,116300,128578
2024,"University of California, Riverside",Associatec Prof-Ay,111425,111425
2024,"University of California, Riverside",Associatec Prof-Ay,133917,133917
2024,"University of California, Riverside",Associatec Prof-Ay,126967,126967
2024,"University of California, Riverside",Associatec Prof-Ay,116700,116700
2024,"University of California, Riverside",Associatec Prof-Ay,122450,122450
2024,"University of California, Riverside",Associatec Prof-Ay,135800,135800
2024,"University of California, Riverside",Associatec Prof-Ay,133700,144988
2024,"University of California, Riverside",Associatec Prof-Ay,131217,131217
2024,"University of California, Riverside",Associatec Prof-Ay,124950,124950
2024,"University of California, Riverside",Associatec Prof-Ay,103133,103133
2024,"University of California, Riverside",Associatec Prof-Ay,129050,129050
2024,"University of California, Riverside",Associatec Prof-Ay,129383,129383
2024,"University of California, Riverside",Associatec Prof-Ay,119017,119017
2024,"University of California, Riverside",Associatec Prof-Ay,130683,184527
2024,"University of California, Riverside",Associatec Prof-Ay,143850,195939
2024,"University of California, Riverside",Associatec Prof-Ay,131917,149896
2024,"University of California, Riverside",Associatec Prof-Ay,129250,147228
2024,"University of California, Riverside",Associatec Prof-Ay,122008,166175
2024,"University of California, Riverside",Associatec Prof-Ay,106033,132247
2024,"University of California, Riverside",Associatec Prof-Ay,114742,134225
2024,"University of California, Riverside",Associatec Prof-Ay,144983,164050
2024,"University of California, Riverside",Associatec Prof-Ay,144133,210054
2024,"University of California, Riverside",Associatec Prof-Ay,139950,185395
2024,"University of California, Riverside",Associatec Prof-Ay,125417,159417
2024,"University of California, Riverside",Associatec Prof-Ay,129183,165472
2024,"University of California, Riverside",Associatec Prof-Ay,110367,132450
2024,"University of California, Riverside",Associatec Prof-Ay,111483,172454
2024,"University of California, Riverside",Associatec Prof-Ay,134117,178517
2024,"University of California, Riverside",Associatec Prof-Ay,124192,163426
2024,"University of California, Riverside",Associatec Prof-Ay,125525,170058
2024,"University of California, Riverside",Associatec Prof-Ay,134258,157441
2024,"University of California, Riverside",Associatec Prof-Ay,133100,166884
2024,"University of California, Riverside",Associatec Prof-Ay,132117,194460
2024,"University of California, Riverside",Associatec Prof-Ay,123550,148478
2024,"University of California, Riverside",Associatec Prof-Ay,160417,162917
2024,"University of California, Riverside",Associatec Prof-Ay,125417,140712
2024,"University of California, Riverside",Associatec Prof-Ay,121017,144431
2024,"University of California, Riverside",Associatec Prof-Ay,131300,172340
2024,"University of California, Riverside",Associatec Prof-Ay,116800,149022
2024,"University of California, Riverside",Associatec Prof-Ay,116683,141784
2024,"University of California, Riverside",Associatec Prof-Ay,132600,176500
2024,"University of California, Riverside",Associatec Prof-Ay,121450,180096
2024,"University of California, Riverside",Associatec Prof-Ay,127167,136435
2024,"University of California, Riverside",Associatec Prof-Ay,125267,150422
2024,"University of California, Riverside",Associatec Prof-Ay,123383,136260
2024,"University of California, Riverside",Associatec Prof-Ay,122117,136506
2024,"University of California, Riverside",Associatec Prof-Ay,119683,160405
2024,"University of California, Riverside",Associatec Prof-Ay,110383,218843
2024,"University of California, Riverside",Associatec Prof-Ay,148875,198875
2024,"University of California, Riverside",Associatec Prof-Ay,135533,158533
2024,"University of California, Riverside",Associatec Prof-Ay,130917,174375
2024,"University of California, Riverside",Associatec Prof-Ay,123583,196194
2024,"University of California, Riverside",Associatec Prof-Ay,124150,145060
2024,"University of California, Riverside",Associatec Prof-Ay,76855,80855
2024,"University of California, Riverside",Associatec Prof-Ay,125450,162467
2024,"University of California, Riverside",Associatec Prof-Ay,107438,134616
2024,"University of California, Riverside",Associatec Prof-Ay,140350,171328
2024,"University of California, Riverside",Associatec Prof-Ay,9942,9942
2024,"University of California, Riverside",Associatec Prof-Ay,125950,134450
2024,"University of California, Riverside",Associatec Prof-Ay,137850,146977
2024,"University of California, Riverside",Associatec Prof-Ay,117750,135729
2024,"University of California, Riverside",Associatec Prof-Ay,122033,150986
2024,"University of California, Riverside",Associatec Prof-Ay,123133,163900
2024,"University of California, Riverside",Associatec Prof-Ay,136600,199813
2024,"University of California, Riverside",Associatec Prof-Ay,117867,129357
2024,"University of California, Riverside",Associatec Prof-Ay,134450,167814
2024,"University of California, Riverside",Associatec Prof-Ay,146267,146267
2024,"University of California, Riverside",Associatec Prof-Ay,139950,177994
2024,"University of California, Riverside",Associatec Prof-Ay,124850,124850
2024,"University of California, Riverside",Associatec Prof-Ay,131583,175150
2024,"University of California, Riverside",Associatec Prof-Ay,126267,139778
2024,"University of California, Riverside",Associatec Prof-Ay,130967,182692
2024,"University of California, Riverside",Associatec Prof-Ay,131217,144043
2024,"University of California, Riverside",Associatec Prof-Ay,121333,161500
2024,"University of California, Riverside",Associatec Prof-Ay,131217,152709
2024,"University of California, Riverside",Associatec Prof-Ay,127375,152557
2024,"University of California, Riverside",Associatec Prof-Ay,122817,153276
2024,"University of California, Riverside",Associatec Prof-Ay,144517,157019
2024,"University of California, Riverside",Associatec Prof-Ay,135200,148031
2024,"University of California, Riverside",Associatec Prof-Ay,138150,218220
2024,"University of California, Riverside",Associatec Prof-Ay,137492,196509
2024,"University of California, Riverside",Associatec Prof-Ay,121417,147736
2024,"University of California, Riverside",Associatec Prof-Ay,125050,125050
2024,"University of California, Riverside",Associatec Prof-Ay,116100,163308
2024,"University of California, Riverside",Associatec Prof-Ay,125667,144432
2024,"University of California, Riverside",Associatec Prof-Ay,121733,143816
2024,"University of California, Riverside",Associatec Prof-Ay,126883,126883
2024,"University of California, Riverside",Associatec Prof-Ay,141367,160792
2024,"University of California, Riverside",Associatec Prof-Ay,120308,136589
2024,"University of California, Riverside",Associatec Prof-Ay,127600,127600
2024,"University of California, Riverside",Associatec Prof-Ay,49675,49675
2024,"University of California, Riverside",Associatec Prof-Ay,142867,142867
2024,"University of California, Riverside",Associatec Prof-Ay,84017,85017
2024,"University of California, Riverside",Associatec Prof-Ay,136933,136933
2024,"University of California, Riverside",Associatec Prof-Ay,102217,112337
2024,"University of California, Riverside",Associatec Prof-Ay,122250,122250
2024,"University of California, Riverside",Associatec Prof-Ay,115900,135467
2024,"University of California, Riverside",Associatec Prof-Ay,117617,117617
2024,"University of California, Riverside",Associatec Prof-Ay,113967,132599
2024,"University of California, Riverside",Associatec Prof-Ay,134300,134300
2024,"University of California, Riverside",Associatec Prof-Ay,142950,142950
2024,"University of California, Riverside",Associatec Prof-Ay,138300,138300
2024,"University of California, Riverside",Associatec Prof-Ay,128500,132626
2024,"University of California, Riverside",Associatec Prof-Ay,121329,121329
2024,"University of California, Riverside",Associatec Prof-Ay,51417,51417
2024,"University of California, Riverside",Associatec Prof-Ay,115100,155133
2024,"University of California, Riverside",Associatec Prof-Ay,125450,167283
2024,"University of California, Riverside",Associatec Prof-Ay,142950,168356
2024,"University of California, Riverside",Associatec Prof-Ay,131883,147019
2024,"University of California, Riverside",Associatec Prof-Ay,127350,171856
2024,"University of California, Riverside",Associatec Prof-Ay,146767,148767
2024,"University of California, Riverside",Associatec Prof-Ay,123350,133763
2024,"University of California, Riverside",Associatec Prof-Ay,135833,135833
2024,"University of California, Riverside",Associatec Prof-Ay,147167,147167
2024,"University of California, Riverside",Associatec Prof-Ay,131242,131242
2024,"University of California, Riverside",Associatec Prof-Ay,142367,142367
2024,"University of California, Riverside",Associatec Prof-Ay,123600,123600
2024,"University of California, Riverside",Associatec Prof-Ay,169800,169800
2024,"University of California, Riverside",Associatec Prof-Ay,110267,119575
2024,"University of California, Riverside",Associatec Prof-Ay,110967,110967
2024,"University of California, Riverside",Associatec Prof-Ay,129500,129500
2024,"University of California, Riverside",Associatec Prof-Ay,123650,123650
2024,"University of California, Riverside",Associatec Prof-Ay,115100,115100
2024,"University of California, Riverside",Associatec Prof-Ay,135833,135833
2024,"University of California, Riverside",Associatec Prof-Ay,120367,120367
2024,"University of California, Riverside",Associatec Prof-Ay,140050,140050
2024,"University of California, Riverside",Associatec Prof-Ay,118432,118432
2024,"University of California, Riverside",Associatec Prof-Ay,141733,168668
2024,"University of California, Riverside",Associatec Prof-Ay,107700,118819
2024,"University of California, Riverside",Associatec Prof-Ay,111017,111017
2024,"University of California, Riverside",Associatec Prof-Ay,119658,132175
2024,"University of California, Riverside",Associatec Prof-Ay,121733,163866
2024,"University of California, Riverside",Associatec Prof-Ay,148050,185853
2024,"University of California, Riverside",Associatec Prof-Ay,121133,121433
2024,"University of California, Riverside",Associatec Prof-Ay,127267,138011
2024,"University of California, Riverside",Associatec Prof-Ay,125533,125533
2024,"University of California, Riverside",Associatec Prof-Ay,141733,141733
2024,"University of California, Riverside",Associatec Prof-Ay,114683,114683
2024,"University of California, Riverside",Associatec Prof-Ay,122500,122500
2024,"University of California, Riverside",Associatec Prof-Ay,129000,129000
2024,"University of California, Riverside",Associatec Prof-Ay,125250,125250
2024,"University of California, Riverside",Associatec Prof-Ay,131267,131267
2024,"University of California, Riverside",Associatec Prof-Ay,131617,131617
2024,"University of California, Riverside",Associatec Prof-Ay,130867,130867
2024,"University of California, Riverside",Associatec Prof-Ay,125583,125583
2024,"University of California, Riverside",Associatec Prof-Ay,91869,91869
2024,"University of California, Riverside",Associatec Prof-Ay,126167,126167
2024,"University of California, Riverside",Associatec Prof-Ay,126667,126667
2024,"University of California, Riverside",Associatec Prof-Ay,141467,141467
2024,"University of California, Riverside",Associatec Prof-Ay,125967,125967
2024,"University of California, Riverside",Associatec Prof-Ay,147083,147083
2024,"University of California, Riverside",Associatec Prof-Ay,130283,134283
2024,"University of California, Riverside",Associatec Prof-Ay,142333,180241
2024,"University of California, Riverside",Associatec Prof-Ay,50925,50925
2024,"University of California, Riverside",Associatec Prof-Ay,137017,137017
2024,"University of California, Riverside",Associatec Prof-Ay,122750,122750
2024,"University of California, Riverside",Associatec Prof-Ay,136333,136333
2024,"University of California, Riverside",Associatec Prof-Ay,122450,122450
2024,"University of California, Riverside",Associatec Prof-Ay,148967,198300
2024,"University of California, Riverside",Associatec Prof-Ay,125250,169717
2024,"University of California, Riverside",Associatec Prof-Ay,121825,121825
2024,"University of California, Riverside",Associatec Prof-Ay,133183,155674
2024,"University of California, Riverside",Associatec Prof-Ay,107219,107219
2024,"University of California, Riverside",Associatec Prof-Ay,145633,196652
2024,"University of California, Riverside",Associatec Prof-Ay,120683,120683
2024,"University of California, Riverside",Associatec Prof-Ay,116400,116400
2024,"University of California, Riverside",Associatec Prof-Ay,118217,118217
2024,"University of California, Riverside",Associatec Prof-Ay,127258,144333
2024,"University of California, Riverside",Associatec Prof-Ay,113383,113383
2024,"University of California, Riverside",Associatec Prof-Ay,131383,131383
2024,"University of California, Riverside",Associatec Prof-Ay,116033,116033
2024,"University of California, Riverside",Associatec Prof-Ay,123133,123133
2024,"University of California, Riverside",Associatec Prof-Ay,55083,55083
2024,"University of California, Riverside",Associatec Prof-Ay,127967,127967
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,138067,138067
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,152233,152233
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,152967,152967
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,142517,166436
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,145508,145508
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,165000,202246
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,217050,283942
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,220958,288854
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,153858,206625
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,141200,243367
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,209333,256489
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,197775,242108
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,152642,205009
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,253950,310039
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,140592,185221
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,151950,168326
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,159725,220908
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,155450,181535
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,226350,291950
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,217683,299135
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,154575,206581
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,199692,246570
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,-3533,1750
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,171900,228792
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,157283,236424
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,138867,148686
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,232917,284361
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,149800,169117
2024,"University of California, Riverside",Associatec Prof-Ay-B/E/E,153850,201909
