Year,EmployerName,Position,RegularPay,TotalWages
2024,"University of California, Davis",Prof Of Clin-Hcomp,239225,512926
2024,"University of California, Davis",Prof Of Clin-Hcomp,344750,389040
2024,"University of California, Davis",Prof Of Clin-Hcomp,254342,423876
2024,"University of California, Davis",Prof Of Clin-Hcomp,218044,388962
2024,"University of California, Davis",Prof Of Clin-Hcomp,169208,563802
2024,"University of California, Davis",Prof Of Clin-Hcomp,248450,515215
2024,"University of California, Davis",Prof Of Clin-Hcomp,225083,526238
2024,"University of California, Davis",Prof Of Clin-Hcomp,225083,398703
2024,"University of California, Davis",Prof Of Clin-Hcomp,260750,536067
2024,"University of California, Davis",Prof Of Clin-Hcomp,239350,866291
2024,"University of California, Davis",Prof Of Clin-Hcomp,264383,383284
2024,"University of California, Davis",Prof Of Clin-Hcomp,0,5192
2024,"University of California, Davis",Prof Of Clin-Hcomp,217017,502467
2024,"University of California, Davis",Prof Of Clin-Hcomp,53199,213301
2024,"University of California, Davis",Prof Of Clin-Hcomp,368800,613604
2024,"University of California, Davis",Prof Of Clin-Hcomp,208950,232229
2024,"University of California, Davis",Prof Of Clin-Hcomp,217191,354594
2024,"University of California, Davis",Prof Of Clin-Hcomp,41833,266098
2024,"University of California, Davis",Prof Of Clin-Hcomp,229133,236406
2024,"University of California, Davis",Prof Of Clin-Hcomp,227786,562314
2024,"University of California, Davis",Prof Of Clin-Hcomp,218250,460725
2024,"University of California, Davis",Prof Of Clin-Hcomp,309258,674131
2024,"University of California, Davis",Prof Of Clin-Hcomp,280383,308854
2024,"University of California, Davis",Prof Of Clin-Hcomp,273968,366296
2024,"University of California, Davis",Prof Of Clin-Hcomp,301183,328414
2024,"University of California, Davis",Prof Of Clin-Hcomp,309258,837303
2024,"University of California, Davis",Prof Of Clin-Hcomp,121250,321389
2024,"University of California, Davis",Prof Of Clin-Hcomp,277450,922802
2024,"University of California, Davis",Prof Of Clin-Hcomp,126930,146074
2024,"University of California, Davis",Prof Of Clin-Hcomp,235267,656199
2024,"University of California, Davis",Prof Of Clin-Hcomp,199475,579004
2024,"University of California, Davis",Prof Of Clin-Hcomp,277450,567988
2024,"University of California, Davis",Prof Of Clin-Hcomp,270617,442126
2024,"University of California, Davis",Prof Of Clin-Hcomp,308544,619748
2024,"University of California, Davis",Prof Of Clin-Hcomp,208950,468617
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,234233,234233
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,235900,255900
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,211933,216133
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,241375,254875
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,254467,266067
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,22138,46484
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,278767,334859
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,238575,238575
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,0,16100
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,214733,214933
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,240983,240983
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,226617,226617
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,289292,289292
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,252783,262783
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,253875,254875
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,330600,336312
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,266617,266892
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,208517,208517
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,222067,222067
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,219210,219210
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,214192,214192
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,220650,220650
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,55383,55383
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,200367,204567
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,247592,247592
2024,"University of California, Davis",Prof Of Clin-Sft-Vm,222367,222367
2024,"University of California, Davis",Prof Of Teach-Ay,165883,186716
2024,"University of California, Davis",Prof Of Teach-Ay,179483,179483
2024,"University of California, Davis",Prof Of Teach-Ay,227300,229876
2024,"University of California, Davis",Prof Of Teach-Ay,158117,183109
2024,"University of California, Davis",Prof Of Teach-Ay,138358,159658
2024,"University of California, Davis",Prof Of Teach-Ay-B/E/E,193550,238550
2024,"University of California, Davis",Prof Of Teach-Ay-B/E/E,159192,165859
2024,"University of California, Davis",Prof Of Teach-Ay-B/E/E,177617,198417
2024,"University of California, Davis",Prof Of Teach-Fy,79546,79546
2024,"University of California, Davis",Prof Of Teach-Fy,258358,258358
2024,"University of California, Davis",Prof Of Teach-Hcomp,227517,260717
2024,"University of California, Davis",Prof-Ay,228017,244620
2024,"University of California, Davis",Prof-Ay,146467,154978
2024,"University of California, Davis",Prof-Ay,263533,350767
2024,"University of California, Davis",Prof-Ay,122650,130150
2024,"University of California, Davis",Prof-Ay,234850,286672
2024,"University of California, Davis",Prof-Ay,188717,192745
2024,"University of California, Davis",Prof-Ay,162933,164213
2024,"University of California, Davis",Prof-Ay,163950,197039
2024,"University of California, Davis",Prof-Ay,288600,368480
2024,"University of California, Davis",Prof-Ay,368267,423743
2024,"University of California, Davis",Prof-Ay,191783,222520
2024,"University of California, Davis",Prof-Ay,220778,274624
2024,"University of California, Davis",Prof-Ay,157417,200834
2024,"University of California, Davis",Prof-Ay,140283,163500
2024,"University of California, Davis",Prof-Ay,180450,240184
2024,"University of California, Davis",Prof-Ay,93767,93767
2024,"University of California, Davis",Prof-Ay,264450,338769
2024,"University of California, Davis",Prof-Ay,168767,168767
2024,"University of California, Davis",Prof-Ay,174650,184650
2024,"University of California, Davis",Prof-Ay,253967,264367
2024,"University of California, Davis",Prof-Ay,158708,158708
2024,"University of California, Davis",Prof-Ay,261517,261517
2024,"University of California, Davis",Prof-Ay,168500,168500
2024,"University of California, Davis",Prof-Ay,139275,139275
2024,"University of California, Davis",Prof-Ay,233633,233633
2024,"University of California, Davis",Prof-Ay,176317,186817
2024,"University of California, Davis",Prof-Ay,143300,164700
2024,"University of California, Davis",Prof-Ay,196083,196083
2024,"University of California, Davis",Prof-Ay,173917,173917
2024,"University of California, Davis",Prof-Ay,195683,231683
2024,"University of California, Davis",Prof-Ay,255983,255983
2024,"University of California, Davis",Prof-Ay,204000,252311
2024,"University of California, Davis",Prof-Ay,241567,241567
2024,"University of California, Davis",Prof-Ay,219051,219051
2024,"University of California, Davis",Prof-Ay,232500,232500
2024,"University of California, Davis",Prof-Ay,141800,141800
2024,"University of California, Davis",Prof-Ay,223467,223467
2024,"University of California, Davis",Prof-Ay,160917,160917
2024,"University of California, Davis",Prof-Ay,118583,118583
2024,"University of California, Davis",Prof-Ay,172800,197680
2024,"University of California, Davis",Prof-Ay,189300,244776
2024,"University of California, Davis",Prof-Ay,175867,265623
2024,"University of California, Davis",Prof-Ay,158800,168800
2024,"University of California, Davis",Prof-Ay,148833,199889
2024,"University of California, Davis",Prof-Ay,144700,196934
2024,"University of California, Davis",Prof-Ay,197817,248342
2024,"University of California, Davis",Prof-Ay,156483,192941
2024,"University of California, Davis",Prof-Ay,220393,247404
2024,"University of California, Davis",Prof-Ay,157083,203389
2024,"University of California, Davis",Prof-Ay,169808,176439
2024,"University of California, Davis",Prof-Ay,171600,236576
2024,"University of California, Davis",Prof-Ay,149933,151213
2024,"University of California, Davis",Prof-Ay,220367,269119
2024,"University of California, Davis",Prof-Ay,197172,204950
2024,"University of California, Davis",Prof-Ay,143017,184599
2024,"University of California, Davis",Prof-Ay,158000,178708
2024,"University of California, Davis",Prof-Ay,253167,366967
2024,"University of California, Davis",Prof-Ay,262933,266995
2024,"University of California, Davis",Prof-Ay,182000,229458
2024,"University of California, Davis",Prof-Ay,216733,278500
2024,"University of California, Davis",Prof-Ay,210367,266282
2024,"University of California, Davis",Prof-Ay,191367,233590
2024,"University of California, Davis",Prof-Ay,339567,440583
2024,"University of California, Davis",Prof-Ay,165758,215231
2024,"University of California, Davis",Prof-Ay,179483,228863
2024,"University of California, Davis",Prof-Ay,210067,250063
2024,"University of California, Davis",Prof-Ay,235150,312984
2024,"University of California, Davis",Prof-Ay,203233,236867
2024,"University of California, Davis",Prof-Ay,262317,349151
2024,"University of California, Davis",Prof-Ay,137925,184797
2024,"University of California, Davis",Prof-Ay,204150,280605
2024,"University of California, Davis",Prof-Ay,196283,221697
2024,"University of California, Davis",Prof-Ay,277675,306567
2024,"University of California, Davis",Prof-Ay,225467,251456
2024,"University of California, Davis",Prof-Ay,115332,115332
2024,"University of California, Davis",Prof-Ay,215617,277195
2024,"University of California, Davis",Prof-Ay,246383,256383
2024,"University of California, Davis",Prof-Ay,173117,182006
2024,"University of California, Davis",Prof-Ay,227283,248758
2024,"University of California, Davis",Prof-Ay,113702,121338
2024,"University of California, Davis",Prof-Ay,212783,237665
2024,"University of California, Davis",Prof-Ay,157992,211454
2024,"University of California, Davis",Prof-Ay,374300,374300
2024,"University of California, Davis",Prof-Ay,184017,184017
2024,"University of California, Davis",Prof-Ay,142708,142708
2024,"University of California, Davis",Prof-Ay,260317,260317
2024,"University of California, Davis",Prof-Ay,192867,192867
2024,"University of California, Davis",Prof-Ay,214500,214500
2024,"University of California, Davis",Prof-Ay,158200,158200
2024,"University of California, Davis",Prof-Ay,109255,110932
2024,"University of California, Davis",Prof-Ay,249850,249850
2024,"University of California, Davis",Prof-Ay,178567,178567
2024,"University of California, Davis",Prof-Ay,219233,219233
2024,"University of California, Davis",Prof-Ay,265950,265950
2024,"University of California, Davis",Prof-Ay,172500,231022
2024,"University of California, Davis",Prof-Ay,259400,269400
2024,"University of California, Davis",Prof-Ay,69171,69171
2024,"University of California, Davis",Prof-Ay,163050,163050
2024,"University of California, Davis",Prof-Ay,150050,150050
2024,"University of California, Davis",Prof-Ay,186017,186017
2024,"University of California, Davis",Prof-Ay,164483,164483
2024,"University of California, Davis",Prof-Ay,156867,156867
2024,"University of California, Davis",Prof-Ay,287300,287300
2024,"University of California, Davis",Prof-Ay,217517,217517
2024,"University of California, Davis",Prof-Ay,269275,269275
2024,"University of California, Davis",Prof-Ay,138521,138521
2024,"University of California, Davis",Prof-Ay,174333,174333
2024,"University of California, Davis",Prof-Ay,150483,207783
2024,"University of California, Davis",Prof-Ay,149217,149217
2024,"University of California, Davis",Prof-Ay,203464,203464
2024,"University of California, Davis",Prof-Ay,133033,133033
2024,"University of California, Davis",Prof-Ay,202933,202933
2024,"University of California, Davis",Prof-Ay,251450,306939
2024,"University of California, Davis",Prof-Ay,213635,239791
2024,"University of California, Davis",Prof-Ay,180650,196222
2024,"University of California, Davis",Prof-Ay,217817,241850
2024,"University of California, Davis",Prof-Ay,160467,183773
2024,"University of California, Davis",Prof-Ay,242183,342350
2024,"University of California, Davis",Prof-Ay,175867,184756
2024,"University of California, Davis",Prof-Ay,164250,173311
2024,"University of California, Davis",Prof-Ay,260142,288253
2024,"University of California, Davis",Prof-Ay,184517,289305
2024,"University of California, Davis",Prof-Ay,153367,170289
2024,"University of California, Davis",Prof-Ay,200633,228371
2024,"University of California, Davis",Prof-Ay,204150,224396
2024,"University of California, Davis",Prof-Ay,188458,210766
2024,"University of California, Davis",Prof-Ay,173636,293590
2024,"University of California, Davis",Prof-Ay,152853,231623
2024,"University of California, Davis",Prof-Ay,222950,319971
2024,"University of California, Davis",Prof-Ay,225767,282216
2024,"University of California, Davis",Prof-Ay,176333,194397
2024,"University of California, Davis",Prof-Ay,211183,261812
2024,"University of California, Davis",Prof-Ay,266025,275271
2024,"University of California, Davis",Prof-Ay,153883,182330
2024,"University of California, Davis",Prof-Ay,167225,254037
2024,"University of California, Davis",Prof-Ay,243925,349690
2024,"University of California, Davis",Prof-Ay,189867,193200
2024,"University of California, Davis",Prof-Ay,143217,151117
2024,"University of California, Davis",Prof-Ay,136967,182300
2024,"University of California, Davis",Prof-Ay,192867,233211
2024,"University of California, Davis",Prof-Ay,156183,160491
2024,"University of California, Davis",Prof-Ay,187433,231987
2024,"University of California, Davis",Prof-Ay,177133,197939
2024,"University of California, Davis",Prof-Ay,270883,309462
2024,"University of California, Davis",Prof-Ay,326500,337409
2024,"University of California, Davis",Prof-Ay,177967,208584
2024,"University of California, Davis",Prof-Ay,165983,184394
2024,"University of California, Davis",Prof-Ay,248750,358750
2024,"University of California, Davis",Prof-Ay,152050,164389
2024,"University of California, Davis",Prof-Ay,163950,218217
2024,"University of California, Davis",Prof-Ay,261258,292079
2024,"University of California, Davis",Prof-Ay,302067,360581
2024,"University of California, Davis",Prof-Ay,145875,188931
2024,"University of California, Davis",Prof-Ay,178567,209623
2024,"University of California, Davis",Prof-Ay,201933,201933
2024,"University of California, Davis",Prof-Ay,124950,124950
2024,"University of California, Davis",Prof-Ay,169525,169525
2024,"University of California, Davis",Prof-Ay,142400,142400
2024,"University of California, Davis",Prof-Ay,209767,209767
2024,"University of California, Davis",Prof-Ay,238067,238067
2024,"University of California, Davis",Prof-Ay,163050,167781
2024,"University of California, Davis",Prof-Ay,137567,137567
2024,"University of California, Davis",Prof-Ay,233983,233983
2024,"University of California, Davis",Prof-Ay,186017,186017
2024,"University of California, Davis",Prof-Ay,179783,179783
2024,"University of California, Davis",Prof-Ay,223567,223567
2024,"University of California, Davis",Prof-Ay,158000,158000
2024,"University of California, Davis",Prof-Ay,152867,152867
2024,"University of California, Davis",Prof-Ay,175800,241466
2024,"University of California, Davis",Prof-Ay,213967,283068
2024,"University of California, Davis",Prof-Ay,207850,250783
2024,"University of California, Davis",Prof-Ay,224800,293750
2024,"University of California, Davis",Prof-Ay,221767,283218
2024,"University of California, Davis",Prof-Ay,232983,292551
2024,"University of California, Davis",Prof-Ay,192367,204676
2024,"University of California, Davis",Prof-Ay,164150,184661
2024,"University of California, Davis",Prof-Ay,163850,181928
2024,"University of California, Davis",Prof-Ay,284583,447177
2024,"University of California, Davis",Prof-Ay,198400,209139
2024,"University of California, Davis",Prof-Ay,163050,233267
2024,"University of California, Davis",Prof-Ay,213650,288151
2024,"University of California, Davis",Prof-Ay,152283,160061
2024,"University of California, Davis",Prof-Ay,291433,337662
2024,"University of California, Davis",Prof-Ay,240167,255167
2024,"University of California, Davis",Prof-Ay,165700,175317
2024,"University of California, Davis",Prof-Ay,158000,180667
2024,"University of California, Davis",Prof-Ay,204550,214550
2024,"University of California, Davis",Prof-Ay,134625,138145
2024,"University of California, Davis",Prof-Ay,320933,437167
2024,"University of California, Davis",Prof-Ay,212083,262150
2024,"University of California, Davis",Prof-Ay,253167,281100
2024,"University of California, Davis",Prof-Ay,272817,363117
2024,"University of California, Davis",Prof-Ay,192367,225301
2024,"University of California, Davis",Prof-Ay,254767,273732
2024,"University of California, Davis",Prof-Ay,255683,292666
2024,"University of California, Davis",Prof-Ay,161133,214466
2024,"University of California, Davis",Prof-Ay,184917,279788
2024,"University of California, Davis",Prof-Ay,138767,157517
2024,"University of California, Davis",Prof-Ay,137008,176425
2024,"University of California, Davis",Prof-Ay,199217,238106
2024,"University of California, Davis",Prof-Ay,164950,183592
2024,"University of California, Davis",Prof-Ay,231150,261950
2024,"University of California, Davis",Prof-Ay,155683,191839
2024,"University of California, Davis",Prof-Ay,159585,206656
2024,"University of California, Davis",Prof-Ay,153167,191617
2024,"University of California, Davis",Prof-Ay,168367,223843
2024,"University of California, Davis",Prof-Ay,163950,200128
2024,"University of California, Davis",Prof-Ay,271100,306056
2024,"University of California, Davis",Prof-Ay,215317,262102
2024,"University of California, Davis",Prof-Ay,171668,171668
2024,"University of California, Davis",Prof-Ay,135375,184220
2024,"University of California, Davis",Prof-Ay,226083,232083
2024,"University of California, Davis",Prof-Ay,173417,210400
2024,"University of California, Davis",Prof-Ay,315183,387672
2024,"University of California, Davis",Prof-Ay,355033,375022
2024,"University of California, Davis",Prof-Ay,196383,207216
2024,"University of California, Davis",Prof-Ay,220933,271844
2024,"University of California, Davis",Prof-Ay,167267,167267
2024,"University of California, Davis",Prof-Ay,162933,162933
2024,"University of California, Davis",Prof-Ay,256183,256183
2024,"University of California, Davis",Prof-Ay,186017,186017
2024,"University of California, Davis",Prof-Ay,133266,133266
2024,"University of California, Davis",Prof-Ay,197600,197600
2024,"University of California, Davis",Prof-Ay,184017,184017
2024,"University of California, Davis",Prof-Ay,243183,243183
2024,"University of California, Davis",Prof-Ay,100742,100742
2024,"University of California, Davis",Prof-Ay,242483,242483
2024,"University of California, Davis",Prof-Ay,151800,151800
2024,"University of California, Davis",Prof-Ay,259700,259700
2024,"University of California, Davis",Prof-Ay,170333,170333
2024,"University of California, Davis",Prof-Ay,188367,188367
2024,"University of California, Davis",Prof-Ay,237050,237050
2024,"University of California, Davis",Prof-Ay,182600,182600
2024,"University of California, Davis",Prof-Ay,144317,154717
2024,"University of California, Davis",Prof-Ay,160456,179166
2024,"University of California, Davis",Prof-Ay,147400,147400
2024,"University of California, Davis",Prof-Ay,82415,82415
2024,"University of California, Davis",Prof-Ay,168067,168067
2024,"University of California, Davis",Prof-Ay,184417,184417
2024,"University of California, Davis",Prof-Ay,196083,196083
2024,"University of California, Davis",Prof-Ay,208683,208683
2024,"University of California, Davis",Prof-Ay,175867,175867
2024,"University of California, Davis",Prof-Ay,168067,168067
2024,"University of California, Davis",Prof-Ay,159458,177958
2024,"University of California, Davis",Prof-Ay,184317,184317
2024,"University of California, Davis",Prof-Ay,171358,174358
2024,"University of California, Davis",Prof-Ay,112764,112764
2024,"University of California, Davis",Prof-Ay,136467,136467
2024,"University of California, Davis",Prof-Ay,189233,189233
2024,"University of California, Davis",Prof-Ay,171917,209850
2024,"University of California, Davis",Prof-Ay,422233,433344
2024,"University of California, Davis",Prof-Ay,160767,179445
2024,"University of California, Davis",Prof-Ay,222550,296359
2024,"University of California, Davis",Prof-Ay,159750,177750
2024,"University of California, Davis",Prof-Ay,263733,272463
2024,"University of California, Davis",Prof-Ay,249317,350173
2024,"University of California, Davis",Prof-Ay,157100,174433
2024,"University of California, Davis",Prof-Ay,153067,206733
2024,"University of California, Davis",Prof-Ay,275617,331093
2024,"University of California, Davis",Prof-Ay,147033,195700
2024,"University of California, Davis",Prof-Ay,297467,317059
2024,"University of California, Davis",Prof-Ay,233742,241520
2024,"University of California, Davis",Prof-Ay,196783,236779
2024,"University of California, Davis",Prof-Ay,179783,198033
2024,"University of California, Davis",Prof-Ay,174033,217225
2024,"University of California, Davis",Prof-Ay,263633,292722
2024,"University of California, Davis",Prof-Ay,141346,146013
2024,"University of California, Davis",Prof-Ay,150067,194259
2024,"University of California, Davis",Prof-Ay,243300,278198
2024,"University of California, Davis",Prof-Ay,187017,247361
2024,"University of California, Davis",Prof-Ay,233833,246733
2024,"University of California, Davis",Prof-Ay,164050,182150
2024,"University of California, Davis",Prof-Ay,211583,236466
2024,"University of California, Davis",Prof-Ay,145017,177017
2024,"University of California, Davis",Prof-Ay,249733,305648
2024,"University of California, Davis",Prof-Ay,146645,148962
2024,"University of California, Davis",Prof-Ay,197300,262333
2024,"University of California, Davis",Prof-Ay,157100,210767
2024,"University of California, Davis",Prof-Ay,215100,222878
2024,"University of California, Davis",Prof-Ay,179367,209050
2024,"University of California, Davis",Prof-Ay,242875,295024
2024,"University of California, Davis",Prof-Ay,184017,211400
2024,"University of California, Davis",Prof-Ay,291433,362578
2024,"University of California, Davis",Prof-Ay,184717,240473
2024,"University of California, Davis",Prof-Ay,165950,231728
2024,"University of California, Davis",Prof-Ay,302017,401985
2024,"University of California, Davis",Prof-Ay,226483,244975
2024,"University of California, Davis",Prof-Ay,233933,241153
2024,"University of California, Davis",Prof-Ay,239383,257875
2024,"University of California, Davis",Prof-Ay,201533,261500
2024,"University of California, Davis",Prof-Ay,164850,180550
2024,"University of California, Davis",Prof-Ay,355767,355767
2024,"University of California, Davis",Prof-Ay,158000,158000
2024,"University of California, Davis",Prof-Ay,200733,200733
2024,"University of California, Davis",Prof-Ay,205392,205392
2024,"University of California, Davis",Prof-Ay,145017,193017
2024,"University of California, Davis",Prof-Ay,197800,197800
2024,"University of California, Davis",Prof-Ay,162933,162933
2024,"University of California, Davis",Prof-Ay,144700,144700
2024,"University of California, Davis",Prof-Ay,193083,193083
2024,"University of California, Davis",Prof-Ay,152725,152725
2024,"University of California, Davis",Prof-Ay,241600,241600
2024,"University of California, Davis",Prof-Ay,223467,223467
2024,"University of California, Davis",Prof-Ay,223467,223467
2024,"University of California, Davis",Prof-Ay,161350,161350
2024,"University of California, Davis",Prof-Ay,146800,146800
2024,"University of California, Davis",Prof-Ay,192867,192867
2024,"University of California, Davis",Prof-Ay,188033,188033
2024,"University of California, Davis",Prof-Ay,157800,157800
2024,"University of California, Davis",Prof-Ay,96663,96663
2024,"University of California, Davis",Prof-Ay,172700,172700
2024,"University of California, Davis",Prof-Ay,130825,130825
2024,"University of California, Davis",Prof-Ay,174800,174800
2024,"University of California, Davis",Prof-Ay,259000,259000
2024,"University of California, Davis",Prof-Ay,196383,218050
2024,"University of California, Davis",Prof-Ay,140025,176914
2024,"University of California, Davis",Prof-Ay,186100,215489
2024,"University of California, Davis",Prof-Ay,212783,239444
2024,"University of California, Davis",Prof-Ay,214300,285234
2024,"University of California, Davis",Prof-Ay,143025,185481
2024,"University of California, Davis",Prof-Ay,159617,159617
2024,"University of California, Davis",Prof-Ay,209767,209767
2024,"University of California, Davis",Prof-Ay,138867,138867
2024,"University of California, Davis",Prof-Ay,131717,131717
2024,"University of California, Davis",Prof-Ay,188817,188817
2024,"University of California, Davis",Prof-Ay,243300,243300
2024,"University of California, Davis",Prof-Ay,168783,168783
2024,"University of California, Davis",Prof-Ay,178417,178417
2024,"University of California, Davis",Prof-Ay,268712,353377
2024,"University of California, Davis",Prof-Ay,243425,243425
2024,"University of California, Davis",Prof-Ay,163837,200053
2024,"University of California, Davis",Prof-Ay,158000,158000
2024,"University of California, Davis",Prof-Ay,182517,182517
2024,"University of California, Davis",Prof-Ay,157158,157158
2024,"University of California, Davis",Prof-Ay,227692,231140
2024,"University of California, Davis",Prof-Ay,190550,190550
2024,"University of California, Davis",Prof-Ay,226383,227883
2024,"University of California, Davis",Prof-Ay,200300,222400
2024,"University of California, Davis",Prof-Ay,158000,158000
2024,"University of California, Davis",Prof-Ay,130271,130271
2024,"University of California, Davis",Prof-Ay,146355,146355
2024,"University of California, Davis",Prof-Ay,165750,165750
2024,"University of California, Davis",Prof-Ay,309450,309450
2024,"University of California, Davis",Prof-Ay,142800,142800
2024,"University of California, Davis",Prof-Ay,209267,209267
2024,"University of California, Davis",Prof-Ay,162933,162933
2024,"University of California, Davis",Prof-Ay,165400,165400
2024,"University of California, Davis",Prof-Ay,174333,174333
2024,"University of California, Davis",Prof-Ay,184983,184983
2024,"University of California, Davis",Prof-Ay,171700,204150
2024,"University of California, Davis",Prof-Ay,59333,59333
2024,"University of California, Davis",Prof-Ay,205050,205050
2024,"University of California, Davis",Prof-Ay,201717,210063
2024,"University of California, Davis",Prof-Ay,168500,181992
2024,"University of California, Davis",Prof-Ay,184717,184717
2024,"University of California, Davis",Prof-Ay,215100,220100
2024,"University of California, Davis",Prof-Ay,181100,199220
2024,"University of California, Davis",Prof-Ay,136017,136017
2024,"University of California, Davis",Prof-Ay,159217,159217
2024,"University of California, Davis",Prof-Ay,163233,163233
2024,"University of California, Davis",Prof-Ay,307533,307533
2024,"University of California, Davis",Prof-Ay,296467,297217
2024,"University of California, Davis",Prof-Ay,276817,276817
2024,"University of California, Davis",Prof-Ay,186617,197017
2024,"University of California, Davis",Prof-Ay,162086,162086
2024,"University of California, Davis",Prof-Ay,162933,162933
2024,"University of California, Davis",Prof-Ay,154392,154392
2024,"University of California, Davis",Prof-Ay,226075,226075
2024,"University of California, Davis",Prof-Ay,280750,280750
2024,"University of California, Davis",Prof-Ay,168856,215273
2024,"University of California, Davis",Prof-Ay,158200,158200
2024,"University of California, Davis",Prof-Ay,215100,215600
2024,"University of California, Davis",Prof-Ay,236967,289256
2024,"University of California, Davis",Prof-Ay,144742,144742
2024,"University of California, Davis",Prof-Ay,191300,191300
2024,"University of California, Davis",Prof-Ay,141700,141700
2024,"University of California, Davis",Prof-Ay,169800,169800
2024,"University of California, Davis",Prof-Ay,185317,191119
2024,"University of California, Davis",Prof-Ay,183417,183417
2024,"University of California, Davis",Prof-Ay,183400,191900
2024,"University of California, Davis",Prof-Ay,158192,158192
2024,"University of California, Davis",Prof-Ay,193550,214350
2024,"University of California, Davis",Prof-Ay,168242,168242
2024,"University of California, Davis",Prof-Ay,156867,156867
2024,"University of California, Davis",Prof-Ay,219533,219533
2024,"University of California, Davis",Prof-Ay,78046,78046
2024,"University of California, Davis",Prof-Ay,161775,161775
2024,"University of California, Davis",Prof-Ay,151150,151150
2024,"University of California, Davis",Prof-Ay,196000,196000
2024,"University of California, Davis",Prof-Ay-B/E/E,237658,316592
2024,"University of California, Davis",Prof-Ay-B/E/E,179250,201706
2024,"University of California, Davis",Prof-Ay-B/E/E,188117,204400
2024,"University of California, Davis",Prof-Ay-B/E/E,173817,237714
2024,"University of California, Davis",Prof-Ay-B/E/E,162093,290797
2024,"University of California, Davis",Prof-Ay-B/E/E,313683,415211
2024,"University of California, Davis",Prof-Ay-B/E/E,191950,252984
2024,"University of California, Davis",Prof-Ay-B/E/E,185992,250436
2024,"University of California, Davis",Prof-Ay-B/E/E,266133,296733
2024,"University of California, Davis",Prof-Ay-B/E/E,242700,296256
2024,"University of California, Davis",Prof-Ay-B/E/E,166525,175919
2024,"University of California, Davis",Prof-Ay-B/E/E,193458,264925
2024,"University of California, Davis",Prof-Ay-B/E/E,167467,178397
2024,"University of California, Davis",Prof-Ay-B/E/E,221033,221033
2024,"University of California, Davis",Prof-Ay-B/E/E,266567,295978
2024,"University of California, Davis",Prof-Ay-B/E/E,306133,306133
2024,"University of California, Davis",Prof-Ay-B/E/E,345417,383528
2024,"University of California, Davis",Prof-Ay-B/E/E,112300,112300
2024,"University of California, Davis",Prof-Ay-B/E/E,204483,204483
2024,"University of California, Davis",Prof-Ay-B/E/E,281392,377331
2024,"University of California, Davis",Prof-Ay-B/E/E,352402,395513
2024,"University of California, Davis",Prof-Ay-B/E/E,236117,246517
2024,"University of California, Davis",Prof-Ay-B/E/E,188983,188983
2024,"University of California, Davis",Prof-Ay-B/E/E,171183,199517
2024,"University of California, Davis",Prof-Ay-B/E/E,206933,230589
2024,"University of California, Davis",Prof-Ay-B/E/E,233817,278197
2024,"University of California, Davis",Prof-Ay-B/E/E,298583,397416
2024,"University of California, Davis",Prof-Ay-B/E/E,189433,248157
2024,"University of California, Davis",Prof-Ay-B/E/E,186217,187375
2024,"University of California, Davis",Prof-Ay-B/E/E,325267,356938
2024,"University of California, Davis",Prof-Ay-B/E/E,178267,178267
2024,"University of California, Davis",Prof-Ay-B/E/E,229640,229640
2024,"University of California, Davis",Prof-Ay-B/E/E,124984,124984
2024,"University of California, Davis",Prof-Ay-B/E/E,183583,183583
2024,"University of California, Davis",Prof-Ay-B/E/E,245800,315044
2024,"University of California, Davis",Prof-Ay-B/E/E,192150,257251
2024,"University of California, Davis",Prof-Ay-B/E/E,218658,258811
2024,"University of California, Davis",Prof-Ay-B/E/E,194150,203147
2024,"University of California, Davis",Prof-Ay-B/E/E,206100,289956
2024,"University of California, Davis",Prof-Ay-B/E/E,213400,261189
2024,"University of California, Davis",Prof-Ay-B/E/E,267575,339131
2024,"University of California, Davis",Prof-Ay-B/E/E,254467,339701
2024,"University of California, Davis",Prof-Ay-B/E/E,305217,406251
2024,"University of California, Davis",Prof-Ay-B/E/E,247617,320754
