Year,EmployerName,Position,RegularPay,TotalWages,RealTotalWages,RealRegularPay
2017,"University of California, Berkeley",Act Assoc Prof-Ay,124958,320143,313592.1746719255,122401.086272867
2017,"University of California, Berkeley",Act Asst Prof-Ay,46625,67565,66182.47246295762,45670.95061918744
2017,"University of California, Berkeley",Act Prof-Ay-Law,190808,222663,218106.82847657122,186903.65138329045
2017,"University of California, Berkeley",Act Prof-Ay-Law,190808,221204,216677.68280464856,186903.65138329045
2017,"University of California, Berkeley",Act Prof-Ay-Law,190808,232797,228033.4646926537,186903.65138329045
2017,"University of California, Berkeley",Act Prof-Ay-Law,183967,224900,220298.05456847732,180202.6331916366
2017,"University of California, Berkeley",Act Prof-Ay-Law,126917,255037,249818.38569577926,124320.00085223405
2017,"University of California, Berkeley",Act Prof-Ay-Law,200433,266954,261491.53783580835,196331.70285159457
2017,"University of California, Berkeley",Act Prof-Ay-Law,200433,243077,238103.11342970992,196331.70285159457
2017,"University of California, Berkeley",Act Prof-Ay-Law,77083,258459,253170.36409832851,75505.71338506864
2017,"University of California, Berkeley",Act Prof-Fy,114063,114063,111729.0217796542,111729.0217796542
2017,"University of California, Berkeley",Adj Prof-Ay,145875,193235,189280.98966002543,142890.07874689475
2017,"University of California, Berkeley",Adj Prof-Ay,116342,116342,113961.38845978564,113961.38845978564
2017,"University of California, Berkeley",Adj Prof-Ay,31446,31446,30802.546126991278,30802.546126991278
2017,"University of California, Berkeley",Adj Prof-Ay,65534,65534,64193.0311609186,64193.0311609186
2017,"University of California, Berkeley",Adj Prof-Ay,79700,79700,78069.16384663247,78069.16384663247
2017,"University of California, Berkeley",Adj Prof-Ay,20033,20033,19623.081045666102,19623.081045666102
2017,"University of California, Berkeley",Adj Prof-Ay,13578,13578,13300.164450559294,13300.164450559294
2017,"University of California, Berkeley",Adj Prof-Ay,233858,250413,245289.00283973373,229072.75431425066
2017,"University of California, Berkeley",Adj Prof-Ay,219075,257584,252313.26851030087,214592.24679675043
2017,"University of California, Berkeley",Adj Prof-Ay,125463,112428,110127.47745231111,122895.75286938582
2017,"University of California, Berkeley",Adj Prof-Ay,108008,144093,141144.54236076304,105797.92031050289
2017,"University of California, Berkeley",Adj Prof-Ay,164192,226614,221976.98238319662,160832.2729022118
2017,"University of California, Berkeley",Adj Prof-Ay,194792,194792,190806.1300378072,190806.1300378072
2017,"University of California, Berkeley",Adj Prof-Ay,72554,72554,71069.38662143754,71069.38662143754
2017,"University of California, Berkeley",Adj Prof-Ay,112467,142411,139496.95975612017,110165.67942709177
2017,"University of California, Berkeley",Adj Prof-Ay,92767,94210,92282.25754066807,90868.78447378363
2017,"University of California, Berkeley",Adj Prof-Ay,269133,290087,284151.18610762956,263625.9507344509
2017,"University of California, Berkeley",Adj Prof-Ay,245042,318076,311567.47000855044,240027.9052359663
2017,"University of California, Berkeley",Adj Prof-Ay,24376,55867,54723.83910438916,23877.213775727894
2017,"University of California, Berkeley",Adj Prof-Ay,29225,29225,28626.992640123386,28626.992640123386
2017,"University of California, Berkeley",Adj Prof-Ay,6002,6002,5879.185964962209,5879.185964962209
2017,"University of California, Berkeley",Adj Prof-Ay,5746,5746,5628.424284350693,5628.424284350693
2017,"University of California, Berkeley",Adj Prof-Ay,30357,30357,29735.82944657744,29735.82944657744
2017,"University of California, Berkeley",Adj Prof-Ay,60588,60588,59348.2371284789,59348.2371284789
2017,"University of California, Berkeley",Adj Prof-Ay,105076,105076,102925.9154372491,102925.9154372491
2017,"University of California, Berkeley",Adj Prof-Ay,21292,21292,20856.319154611025,20856.319154611025
2017,"University of California, Berkeley",Adj Prof-Ay,240533,264362,258952.57581961673,235611.169228633
2017,"University of California, Berkeley",Adj Prof-Ay,133688,180421,176729.1921000411,130952.4513968457
2017,"University of California, Berkeley",Adj Prof-Ay,129825,129825,127168.4968179305,127168.4968179305
2017,"University of California, Berkeley",Adj Prof-Ay,7021,7021,6877.334998333834,6877.334998333834
2017,"University of California, Berkeley",Adj Prof-Ay,13425,13425,13150.295164881316,13150.295164881316
2017,"University of California, Berkeley",Adj Prof-Ay,51063,51063,50018.13944166366,50018.13944166366
2017,"University of California, Berkeley",Adj Prof-Ay,34750,34750,34038.93906738367,34038.93906738367
2017,"University of California, Berkeley",Adj Prof-Ay,111017,111017,108745.3495955031,108745.3495955031
2017,"University of California, Berkeley",Adj Prof-Ay-1/10-Bee,21467,23867,23378.629027949526,21027.738272216553
2017,"University of California, Berkeley",Adj Prof-Ay-1/9,0,12000,11754.453778664863,0.0
2017,"University of California, Berkeley",Adj Prof-Ay-1/9,13438,13438,13163.02915647487,13163.02915647487
2017,"University of California, Berkeley",Adj Prof-Ay-B/E/E,117083,156177,152981.27731587854,114687.2259806182
2017,"University of California, Berkeley",Adj Prof-Ay-B/E/E,12685,12685,12425.43718186365,12425.43718186365
2017,"University of California, Berkeley",Adj Prof-Ay-B/E/E,12354,12354,12101.210165135477,12101.210165135477
2017,"University of California, Berkeley",Adj Prof-Ay-B/E/E,17475,17475,17117.42331518071,17117.42331518071
2017,"University of California, Berkeley",Adj Prof-Ay-B/E/E,57371,57371,56197.06397798183,56197.06397798183
2017,"University of California, Berkeley",Adj Prof-Ay-B/E/E,192573,223878,219296.96692166105,188632.53562656906
2017,"University of California, Berkeley",Adj Prof-Ay-B/E/E,130260,144716,141754.7944194387,127594.5957674071
2017,"University of California, Berkeley",Adj Prof-Ay-B/E/E,36267,36267,35524.89793256989,35524.89793256989
2017,"University of California, Berkeley",Adj Prof-Fy,32708,33708,33018.260664269605,32038.722849380865
2017,"University of California, Berkeley",Adj Prof-Fy-B/E/E,57918,58827,57623.27103645983,56732.87116272597
2017,"University of California, Berkeley",Adj Prof-Fy-B/E/E,175250,200250,196152.44743146992,171664.00205925145
2017,"University of California, Berkeley",Assoc Adj Prof-Ay,108283,137115,134309.3274884694,106067.2932095973
2017,"University of California, Berkeley",Assoc Adj Prof-Ay,33344,33344,32661.7088996501,32661.7088996501
2017,"University of California, Berkeley",Assoc Adj Prof-Ay,93983,126154,123572.61349947394,92059.90245668833
2017,"University of California, Berkeley",Assoc Adj Prof-Ay,241683,326623,319939.5797124045,236737.63771575503
2017,"University of California, Berkeley",Assoc Adj Prof-Ay,41876,41876,41019.12553628082,41019.12553628082
2017,"University of California, Berkeley",Assoc Adj Prof-Ay,16457,16457,16120.253819623973,16120.253819623973
2017,"University of California, Berkeley",Assoc Adj Prof-Ay,23325,24058,23565.720750593275,22847.71953227983
2017,"University of California, Berkeley",Assoc Adj Prof-Ay,52746,69752,68324.7216641193,51666.70158412141
2017,"University of California, Berkeley",Assoc Adj Prof-Ay,18354,18354,17978.43705446791,17978.43705446791
2017,"University of California, Berkeley",Assoc Adj Prof-Ay,20918,20918,20489.972011842634,20489.972011842634
2017,"University of California, Berkeley",Assoc Adj Prof-Ay,50454,50454,49421.60091239642,49421.60091239642
2017,"University of California, Berkeley",Assoc Adj Prof-Ay,97508,97508,95512.77325417113,95512.77325417113
2017,"University of California, Berkeley",Assoc Adj Prof-Ay,99090,130847,128169.58446474679,97062.40207732511
2017,"University of California, Berkeley",Assoc Adj Prof-Ay,185267,206034,201818.0941527864,181476.03235099194
2017,"University of California, Berkeley",Assoc Adj Prof-Ay,182058,202825,198674.75730480842,178332.695503014
2017,"University of California, Berkeley",Assoc Adj Prof-Ay,112492,149970,146901.28609886413,110190.167872464
2017,"University of California, Berkeley",Assoc Adj Prof-Ay,13084,13084,12816.272770004256,12816.272770004256
2017,"University of California, Berkeley",Assoc Adj Prof-Ay-1/9,0,10626,10408.568821007737,0.0
2017,"University of California, Berkeley",Assoc Adj Prof-Ay-1/9-B/E/E,0,15362,15047.659912320803,0.0
2017,"University of California, Berkeley",Assoc Adj Prof-Ay-B/E/E,12188,50352,49321.68805527777,11938.606887863947
2017,"University of California, Berkeley",Assoc Adj Prof-Ay-B/E/E,17589,17589,17229.090626078025,17229.090626078025
2017,"University of California, Berkeley",Assoc Adj Prof-Ay-B/E/E,143492,159636,156369.49861757868,140555.8401340149
2017,"University of California, Berkeley",Assoc Prof Of Clin-Fy,147900,161345,158043.52874322355,144873.64282204444
2017,"University of California, Berkeley",Assoc Prof Of Clin-Fy,123509,123509,120981.73597909322,120981.73597909322
2017,"University of California, Berkeley",Assoc Prof Of Clin-Hcomp,130922,169628,166157.04046394696,128243.04980086345
2017,"University of California, Berkeley",Assoc Prof-Ay,109133,109133,106899.90035225272,106899.90035225272
2017,"University of California, Berkeley",Assoc Prof-Ay,113275,120168,117709.10013954995,110957.14598152187
2017,"University of California, Berkeley",Assoc Prof-Ay,100992,134636,131881.0532453602,98925.4830012435
2017,"University of California, Berkeley",Assoc Prof-Ay,83383,92491,90598.43203687434,81676.8016188677
2017,"University of California, Berkeley",Assoc Prof-Ay,140100,186726,182905.17802291462,137233.2478659123
2017,"University of California, Berkeley",Assoc Prof-Ay,110450,121694,119203.87484507017,108189.95165446118
2017,"University of California, Berkeley",Assoc Prof-Ay,104050,105168,103016.03291621887,101920.90963917326
2017,"University of California, Berkeley",Assoc Prof-Ay,122217,128484,125854.9366081647,119716.17312225698
2017,"University of California, Berkeley",Assoc Prof-Ay,107933,108560,106338.62518432147,105724.45497438623
2017,"University of California, Berkeley",Assoc Prof-Ay,99367,124367,121822.17942426776,97333.7340520493
2017,"University of California, Berkeley",Assoc Prof-Ay,113283,139270,136420.23147955464,110964.98228404099
2017,"University of California, Berkeley",Assoc Prof-Ay,72767,100335,98281.9266568616,71278.02817600884
2017,"University of California, Berkeley",Assoc Prof-Ay,114750,139047,136201.79454683446,112401.96425848277
2017,"University of California, Berkeley",Assoc Prof-Ay,132958,179258,175589.9896213255,130237.38879197692
2017,"University of California, Berkeley",Assoc Prof-Ay,107342,119342,116900.00190445186,105145.54812578698
2017,"University of California, Berkeley",Assoc Prof-Ay,133950,179034,175370.57315079044,131209.09030434655
2017,"University of California, Berkeley",Assoc Prof-Ay,112892,139165,136317.3800089913,110581.98299841948
2017,"University of California, Berkeley",Assoc Prof-Ay,117042,129753,127097.97009525851,114647.06493020775
2017,"University of California, Berkeley",Assoc Prof-Ay,199838,252110,246951.2785115999,195748.87785173577
2017,"University of California, Berkeley",Assoc Prof-Ay,110458,117180,114782.2411486624,108197.78795698029
2017,"University of California, Berkeley",Assoc Prof-Ay,112508,136797,133997.8344633348,110205.8404775022
2017,"University of California, Berkeley",Assoc Prof-Ay,108833,108833,106606.0390077861,106606.0390077861
2017,"University of California, Berkeley",Assoc Prof-Ay,124175,168974,165516.42273300973,121634.10816380913
2017,"University of California, Berkeley",Assoc Prof-Ay,131608,175669,172074.42840368985,128915.01274187712
2017,"University of California, Berkeley",Assoc Prof-Ay,127775,156208,153011.64298814008,125160.44429740858
2017,"University of California, Berkeley",Assoc Prof-Ay,95567,95567,93611.4903554721,93611.4903554721
2017,"University of California, Berkeley",Assoc Prof-Ay,129142,143088,140160.10685679983,126499.47249036148
2017,"University of California, Berkeley",Assoc Prof-Ay,132641,173775,170219.18378229055,129926.87530465718
2017,"University of California, Berkeley",Assoc Prof-Ay,75833,87509,85718.37464309864,74281.29111645772
2017,"University of California, Berkeley",Assoc Prof-Ay,112375,119960,117505.35627405309,110075.561948122
2017,"University of California, Berkeley",Assoc Prof-Ay,127433,137604,134788.32147994998,124825.44236471664
2017,"University of California, Berkeley",Assoc Prof-Ay,147800,151226,148131.58559436438,144775.6890405556
2017,"University of California, Berkeley",Assoc Prof-Ay,144458,154728,151561.92702210476,141502.0736631974
2017,"University of California, Berkeley",Assoc Prof-Ay,124025,186750,182928.68693047194,121487.17749157581
2017,"University of California, Berkeley",Assoc Prof-Ay,105775,106775,104590.15018474507,103610.61236985633
2017,"University of California, Berkeley",Assoc Prof-Ay,108808,115083,112728.15035084072,106581.55056241388
2017,"University of California, Berkeley",Assoc Prof-Ay,120933,125931,123354.17656675375,118458.44656793984
2017,"University of California, Berkeley",Assoc Prof-Ay,98000,108615,106392.49976414035,95994.70585909639
2017,"University of California, Berkeley",Assoc Prof-Ay,121475,121475,118989.35606360954,118989.35606360954
