Year,EmployerName,Position,RegularPay,TotalWages,RealTotalWages,RealRegularPay
2018,"University of California, Berkeley",Act Assoc Prof-Ay,70958,102827,102376.28354757396,70646.9733432732
2018,"University of California, Berkeley",Act Asst Prof-Ay,45417,65815,65526.516398257074,45217.925932684666
2018,"University of California, Berkeley",Act Asst Prof-Ay,38958,69006,68703.52944736196,38787.23734472839
2018,"University of California, Berkeley",Act Asst Prof-Ay-B/E/E,15449,15449,15381.28317004746,15381.28317004746
2018,"University of California, Berkeley",Act Prof-Ay,96326,96326,95903.77905611959,95903.77905611959
2018,"University of California, Berkeley",Act Prof-Ay-B/E/E,162625,254373,253258.01953618243,161912.17396135465
2018,"University of California, Berkeley",Act Prof-Ay-Law,194917,235403,234371.1697895451,194062.6300508862
2018,"University of California, Berkeley",Act Prof-Ay-Law,187933,209483,208564.7836307238,187109.24266920378
2018,"University of California, Berkeley",Act Prof-Ay-Law,180850,201584,200700.406922833,180057.28922927586
2018,"University of California, Berkeley",Act Prof-Ay-Law,187333,232657,231637.20619416996,186511.87261923106
2018,"University of California, Berkeley",Act Prof-Fy,186696,186696,185877.66474951003,185877.66474951003
2018,"University of California, Berkeley",Adj Prof-Ay,238817,265806,264640.9058384125,237770.20537388982
2018,"University of California, Berkeley",Adj Prof-Ay,113100,201417,200534.13892559058,112604.25441985679
2018,"University of California, Berkeley",Adj Prof-Ay,206767,206767,205860.6885378473,205860.6885378473
2018,"University of California, Berkeley",Adj Prof-Ay,94042,94042,93629.79039922345,93629.79039922345
2018,"University of California, Berkeley",Adj Prof-Ay,4068,4068,4050.1689388150085,4050.1689388150085
2018,"University of California, Berkeley",Adj Prof-Ay,114133,114133,113632.72652255982,113632.72652255982
2018,"University of California, Berkeley",Adj Prof-Ay,157900,211047,210121.92822765268,157207.88481781952
2018,"University of California, Berkeley",Adj Prof-Ay,128583,160006,159304.65369322375,128019.38855940271
2018,"University of California, Berkeley",Adj Prof-Ay,269633,300111,298795.5384456025,268451.1311404885
2018,"University of California, Berkeley",Adj Prof-Ay,29741,37466,37301.77715379624,29610.637760397534
2018,"University of California, Berkeley",Adj Prof-Ay,191658,231859,230842.70402770626,190817.9150627844
2018,"University of California, Berkeley",Adj Prof-Ay,172033,185283,184470.85828182427,171278.93634492683
2018,"University of California, Berkeley",Adj Prof-Ay,119758,119758,119233.07074105402,119233.07074105402
2018,"University of California, Berkeley",Adj Prof-Ay,76684,76684,76347.87485351281,76347.87485351281
2018,"University of California, Berkeley",Adj Prof-Ay,107997,107997,107523.62214483885,107523.62214483885
2018,"University of California, Berkeley",Adj Prof-Ay,81733,81733,81374.74382403321,81374.74382403321
2018,"University of California, Berkeley",Adj Prof-Ay,20468,20468,20378.28363806922,20378.28363806922
2018,"University of California, Berkeley",Adj Prof-Ay,67681,67681,67384.33725367222,67384.33725367222
2018,"University of California, Berkeley",Adj Prof-Ay,108461,108461,107985.58831681775,107985.58831681775
2018,"University of California, Berkeley",Adj Prof-Ay,13929,13929,13867.94571011658,13867.94571011658
2018,"University of California, Berkeley",Adj Prof-Ay,42927,42927,42738.8402252979,42738.8402252979
2018,"University of California, Berkeley",Adj Prof-Ay,25550,25550,25438.007961338117,25438.007961338117
2018,"University of California, Berkeley",Adj Prof-Ay,255742,341139,339643.70246273675,254621.01886687017
2018,"University of California, Berkeley",Adj Prof-Ay,256767,314545,313166.27061444614,255641.52603557357
2018,"University of California, Berkeley",Adj Prof-Ay,144127,197728,196861.30873500835,143495.25532069584
2018,"University of California, Berkeley",Adj Prof-Ay,24303,24303,24196.473874144824,24196.473874144824
2018,"University of California, Berkeley",Adj Prof-Ay,52146,52146,51917.43104312867,51917.43104312867
2018,"University of California, Berkeley",Adj Prof-Ay,84254,84254,83884.69365066856,83884.69365066856
2018,"University of California, Berkeley",Adj Prof-Ay,144427,195789,194930.8078568465,143793.9403456822
2018,"University of California, Berkeley",Adj Prof-Ay,223750,249039,247947.39979192498,222769.247802325
2018,"University of California, Berkeley",Adj Prof-Ay,241725,270692,269505.4892786903,240665.4588827576
2018,"University of California, Berkeley",Adj Prof-Ay,115420,131349,130773.26448977692,114914.08527975129
2018,"University of California, Berkeley",Adj Prof-Ay,139292,139292,138681.4483346657,138681.4483346657
2018,"University of California, Berkeley",Adj Prof-Ay,74379,74379,74052.97824486763,74052.97824486763
2018,"University of California, Berkeley",Adj Prof-Ay,8708,8708,8669.830658604005,8669.830658604005
2018,"University of California, Berkeley",Adj Prof-Ay,29526,29526,29396.58015915731,29396.58015915731
2018,"University of California, Berkeley",Adj Prof-Ay,60471,60471,60205.94048650009,60205.94048650009
2018,"University of California, Berkeley",Adj Prof-Ay-1/10-BEE,21863,36263,36104.05020360095,21767.169004255782
2018,"University of California, Berkeley",Adj Prof-Ay-1/10-BEE,19496,19496,19410.54415711342,19410.54415711342
2018,"University of California, Berkeley",Adj Prof-Ay-1/9,30472,30472,30338.433604614293,30338.433604614293
2018,"University of California, Berkeley",Adj Prof-Ay-B/E/E,13411,13411,13352.216233640136,13352.216233640136
2018,"University of California, Berkeley",Adj Prof-Ay-B/E/E,2471,2471,2460.168989137632,2460.168989137632
2018,"University of California, Berkeley",Adj Prof-Ay-B/E/E,123475,165196,164471.90462548775,122933.77820063499
2018,"University of California, Berkeley",Adj Prof-Ay-B/E/E,59074,59074,58815.06388681362,58815.06388681362
2018,"University of California, Berkeley",Adj Prof-Ay-B/E/E,202859,232671,231651.14482866932,201969.81827902503
2018,"University of California, Berkeley",Adj Prof-Ay-B/E/E,134708,149430,148775.0109457047,134117.54115287418
2018,"University of California, Berkeley",Adj Prof-Ay-B/E/E,38710,38710,38540.32439073967,38540.32439073967
2018,"University of California, Berkeley",Adj Prof-Fy,26671,26671,26554.09433803714,26554.09433803714
2018,"University of California, Berkeley",Adj Prof-Fy-B/E/E,33027,33998,33848.97826495395,32882.2344007481
2018,"University of California, Berkeley",Adj Prof-Fy-B/E/E,176825,185106,184294.63411708234,176049.93181070892
2018,"University of California, Berkeley",Assoc Adj Prof-Ay,110611,148489,147838.1355839975,110126.16432921999
2018,"University of California, Berkeley",Assoc Adj Prof-Ay,189233,210622,209698.79110892199,188403.54444414467
2018,"University of California, Berkeley",Assoc Adj Prof-Ay,19649,41741,41558.038759851835,19562.873519856465
2018,"University of California, Berkeley",Assoc Adj Prof-Ay,191650,213683,212746.3739805328,190809.95012878475
2018,"University of California, Berkeley",Assoc Adj Prof-Ay,21363,21363,21269.360629278523,21269.360629278523
2018,"University of California, Berkeley",Assoc Adj Prof-Ay,29721,29721,29590.725425398443,29590.725425398443
2018,"University of California, Berkeley",Assoc Adj Prof-Ay,101708,101708,101262.18840437484,101262.18840437484
2018,"University of California, Berkeley",Assoc Adj Prof-Ay,54562,73394,73072.29574616242,54322.8411110188
2018,"University of California, Berkeley",Assoc Adj Prof-Ay,77792,98536,98104.09207351909,77451.01821246243
2018,"University of California, Berkeley",Assoc Adj Prof-Ay,113743,151586,150921.56065860664,113244.43599007756
2018,"University of California, Berkeley",Assoc Adj Prof-Ay,118642,158561,157865.98748953946,118121.96244810478
2018,"University of California, Berkeley",Assoc Adj Prof-Ay,55998,61819,61548.03186543879,55752.5467639535
2018,"University of California, Berkeley",Assoc Adj Prof-Ay,99842,133020,132436.94007895092,99404.36754895971
2018,"University of California, Berkeley",Assoc Adj Prof-Ay,3671,7957,7922.1224793881565,3654.909089083062
