Year,EmployerName,Position,RegularPay,TotalWages,RealTotalWages,RealRegularPay
2022,"University of California, Berkeley",Act Asst Prof-Ay,45833,120833,90791.7497331337,34438.09444041542
2022,"University of California, Berkeley",Act Asst Prof-Ay,52083,202083,151841.54296691183,39134.23238147528
2022,"University of California, Berkeley",Act Asst Prof-Ay,99142,231596,174017.08201563175,74493.52124040901
2022,"University of California, Berkeley",Act Prof-Ay-Law,79417,200595,150723.4864459043,59672.5098984241
2022,"University of California, Berkeley",Act Prof-Ay-Law,85250,207983,156274.69718327234,64055.32151605644
2022,"University of California, Berkeley",Act Prof-Ay-Law,108333,285468,214495.53692135602,81399.47385101399
2022,"University of California, Berkeley",Act Prof-Ay-Law,220767,366212,275165.1308274259,165880.3655734338
2022,"University of California, Berkeley",Act Prof-Ay-Law,261333,319022,239707.41091724762,196360.93064815926
2022,"University of California, Berkeley",Act Prof-Ay-Law,195433,238722,179371.43065051056,146844.85219762416
2022,"University of California, Berkeley",Act Prof-Ay-Law,221300,245333,184338.81751904605,166280.8522170474
2022,"University of California, Berkeley",Act Prof-Ay-Law,111183,122329,91915.8173107058,83540.91275213729
2022,"University of California, Berkeley",Act Prof-Ay-Law,146054,200330,150524.37019720336,109742.35693496901
2022,"University of California, Berkeley",Act Prof-Ay-Law,215942,274409,206186.00260292707,162254.9470829356
2022,"University of California, Berkeley",Act Prof-Ay-Law,191883,213061,160090.21533762466,144177.44584710215
2022,"University of California, Berkeley",Adj Prof-Ay,97475,97475,73240.96732876952,73240.96732876952
2022,"University of California, Berkeley",Adj Prof-Ay,2778,2778,2087.339392042285,2087.339392042285
2022,"University of California, Berkeley",Adj Prof-Ay,59954,59954,45048.360658928425,45048.360658928425
2022,"University of California, Berkeley",Adj Prof-Ay,85817,85817,64481.355150069394,64481.355150069394
2022,"University of California, Berkeley",Adj Prof-Ay,125800,125800,94523.8644776528,94523.8644776528
2022,"University of California, Berkeley",Adj Prof-Ay,45300,45479,34172.10518743379,34037.607796801836
2022,"University of California, Berkeley",Adj Prof-Ay,162294,193301,145242.90562316982,121944.80176101894
2022,"University of California, Berkeley",Adj Prof-Ay,33860,33860,25441.796909485878,25441.796909485878
2022,"University of California, Berkeley",Adj Prof-Ay,6755,6755,5075.585886697493,5075.585886697493
2022,"University of California, Berkeley",Adj Prof-Ay,140497,139886,105107.83232369585,105566.92676881386
2022,"University of California, Berkeley",Adj Prof-Ay,151758,151758,114028.24026549787,114028.24026549787
2022,"University of California, Berkeley",Adj Prof-Ay,1174,12484,9380.2537689906,882.1225508486834
2022,"University of California, Berkeley",Adj Prof-Ay,38850,38850,29191.193441628067,29191.193441628067
2022,"University of California, Berkeley",Adj Prof-Ay,119886,120286,90380.74374053214,90080.19091230432
2022,"University of California, Berkeley",Adj Prof-Ay,53582,80862,60758.25699039714,40260.55410525908
2022,"University of California, Berkeley",Adj Prof-Ay,119928,170855,128377.38366716508,90111.74895926824
2022,"University of California, Berkeley",Adj Prof-Ay,238783,317852,238828.2938946812,179417.2649568153
2022,"University of California, Berkeley",Adj Prof-Ay,40796,40796,30653.382950956464,30653.382950956464
2022,"University of California, Berkeley",Adj Prof-Ay,11924,11924,8959.479809471637,8959.479809471637
2022,"University of California, Berkeley",Adj Prof-Ay,255900,255900,192278.67185875477,192278.67185875477
2022,"University of California, Berkeley",Adj Prof-Ay,25833,25833,19410.453029023884,19410.453029023884
2022,"University of California, Berkeley",Adj Prof-Ay,24898,24898,18707.91079304133,18707.91079304133
2022,"University of California, Berkeley",Adj Prof-Ay,111033,122737,92222.38119549818,83428.20544155185
2022,"University of California, Berkeley",Adj Prof-Ay,16822,16822,12639.749191121426,12639.749191121426
2022,"University of California, Berkeley",Adj Prof-Ay-1/10-Bee,66365,66365,49865.47111334998,49865.47111334998
2022,"University of California, Berkeley",Adj Prof-Ay-1/10-Bee,13283,13283,9980.608043375692,9980.608043375692
2022,"University of California, Berkeley",Adj Prof-Ay-B/E/E,46254,46254,34754.426292125216,34754.426292125216
2022,"University of California, Berkeley",Adj Prof-Ay-B/E/E,71430,71430,53671.22130078489,53671.22130078489
2022,"University of California, Berkeley",Adj Prof-Ay-B/E/E,269617,269617,202585.37972075766,202585.37972075766
2022,"University of California, Berkeley",Adj Prof-Ay-B/E/E,31187,31187,23433.3526348534,23433.3526348534
2022,"University of California, Berkeley",Adj Prof-Ay-B/E/E,150500,200333,150526.62434341508,113083.00162072135
2022,"University of California, Berkeley",Adj Prof-Ay-B/E/E,162977,199278,149733.91625896416,122457.99571521796
2022,"University of California, Berkeley",Adj Prof-Ay-B/E/E,102810,163365,122749.53195859895,77249.59067525821
